PG.ProteinGroups	PG.Genes	PG.Organisms	PG.ProteinDescriptions	PG.ProteinNames	PG.NrOfStrippedSequencesIdentified (Experiment-wide)	PG.NrOfModifiedSequencesIdentified (Experiment-wide)	PG.NrOfPrecursorsIdentified (Experiment-wide)	PG.IsCandidate	[1] ADIPO_ASC_WT_SN_WO_1.raw.PG.MS1Quantity	[2] ADIPO_ASC_WT_SN_WO_2.raw.PG.MS1Quantity	[3] ADIPO_ASC_WT_SN_WO_3.raw.PG.MS1Quantity	[4] ADIPO_ASC_WT_SN_Light_1.raw.PG.MS1Quantity	[5] ADIPO_ASC_WT_SN_Light_2.raw.PG.MS1Quantity	[6] ADIPO_ASC_WT_SN_Light_3.raw.PG.MS1Quantity	[7] ADIPO_ASC_TLR10_LOV_SN_WO_1.raw.PG.MS1Quantity	[8] ADIPO_ASC_TLR10_LOV_SN_WO_2.raw.PG.MS1Quantity	[9] ADIPO_ASC_TLR10_LOV_SN_WO_3.raw.PG.MS1Quantity	[10] ADIPO_ASC_TLR10_LOV_SN_Light_1.raw.PG.MS1Quantity	[11] ADIPO_ASC_TLR10_LOV_SN_Light_2.raw.PG.MS1Quantity	[12] ADIPO_ASC_TLR10_LOV_SN_Light_3.raw.PG.MS1Quantity	[1] ADIPO_ASC_WT_SN_WO_1.raw.PG.MS2Quantity	[2] ADIPO_ASC_WT_SN_WO_2.raw.PG.MS2Quantity	[3] ADIPO_ASC_WT_SN_WO_3.raw.PG.MS2Quantity	[4] ADIPO_ASC_WT_SN_Light_1.raw.PG.MS2Quantity	[5] ADIPO_ASC_WT_SN_Light_2.raw.PG.MS2Quantity	[6] ADIPO_ASC_WT_SN_Light_3.raw.PG.MS2Quantity	[7] ADIPO_ASC_TLR10_LOV_SN_WO_1.raw.PG.MS2Quantity	[8] ADIPO_ASC_TLR10_LOV_SN_WO_2.raw.PG.MS2Quantity	[9] ADIPO_ASC_TLR10_LOV_SN_WO_3.raw.PG.MS2Quantity	[10] ADIPO_ASC_TLR10_LOV_SN_Light_1.raw.PG.MS2Quantity	[11] ADIPO_ASC_TLR10_LOV_SN_Light_2.raw.PG.MS2Quantity	[12] ADIPO_ASC_TLR10_LOV_SN_Light_3.raw.PG.MS2Quantity
Q15365	PCBP1	Homo sapiens	Poly(rC)-binding protein 1	PCBP1_HUMAN	6	9	9	False	202225,15625	213417,109375	155497,78125	254751,953125	262600,96875	160895,671875	219469,375	168883,65625	64703,234375	248593,8125	180331,25	166062,53125	49266,7109375	50867,23046875	32741,099609375	65346,921875	43906,1484375	32347,724609375	48169,484375	29303,419921875	33042,7890625	49993,96484375	41233,109375	33181,89453125
Q15366-3;Q15366-6	PCBP2	Homo sapiens	Isoform 3 of Poly(rC)-binding protein 2;Isoform 6 of Poly(rC)-binding protein 2	PCBP2_HUMAN	8	9	10	True	168774,671875	202840,46875	110302,65625	218336,28125	130661,2578125	106844,8828125	173835,484375	114596,5546875	44778,65234375	243387,546875	181390,734375	115922,171875	52570,296875	72964,2109375	52741,1484375	81221,0234375	62521,38671875	56738,1015625	54885,859375	49893,546875	19595,52734375	81111,71875	56326	46276,76953125
Q15369	ELOC	Homo sapiens	Elongin-C	ELOC_HUMAN	4	5	6	False	87970,890625	71504,5625	36831,5078125	116587,2265625	67672,921875	79349,9296875	98891,5234375	52636,109375	53152,7734375	118267,4609375	85614,953125	87141,890625	24362,568359375	21072,44921875	16813,80859375	26567,94140625	22602,201171875	20126,61328125	25729,205078125	17839,78125	6846,3544921875	25205,5625	22150,33203125	23221,802734375
Q15370;Q15370-2	ELOB	Homo sapiens	Elongin-B;Isoform 2 of Elongin-B	ELOB_HUMAN	3	3	4	False	34198,48828125	32116,966796875	32700,109375	38534,63671875	41974,96484375	30923,91015625	66289,7109375	23692,6640625	42280,6015625	34238,5625	35918,73046875	34730,65234375	6487,12841796875	5025,91455078125	5721,41796875	5754,17724609375	6440,076171875	4779,9755859375	9433,19921875	6477,0859375	3392,77685546875	7471,02490234375	7063,08740234375	8292,76171875
Q15388	TOMM20	Homo sapiens	Mitochondrial import receptor subunit TOM20 homolog	TOM20_HUMAN	2	2	2	True	188078,296875	25969,443359375	33261,828125	22167,14453125	15022,798828125	74845,546875	59547,44140625	64733,140625	147501,40625	26227,40234375	25593,123046875	1261,096435546875	10441,3369140625	2845,4033203125	2866,077392578125	1473,222900390625	977,0692749023438	3314,070556640625	3700,832275390625	2940,04443359375	13575,80859375	1303,2879638671875	903,5802612304688	1362,682861328125
Q15389;Q15389-2	ANGPT1	Homo sapiens	Angiopoietin-1;Isoform 2 of Angiopoietin-1	ANGP1_HUMAN	16	16	17	True	180290,484375	216371,9375	244799,546875	129301,1328125	163629,984375	150868,234375	217238,046875	342049	211866,046875	169873,4375	234744,5625	152725,6875	50192,19921875	67651,15625	80170,1328125	40721,01171875	53396,99609375	47232,66015625	72578,015625	110536,9140625	92650,2890625	47163,328125	75436,5234375	55287,72265625
Q15404	RSU1	Homo sapiens	Ras suppressor protein 1	RSU1_HUMAN	13	13	13	True	60225,265625	66887,3125	40931,0703125	101324,8515625	50142,69140625	56051,51953125	54427,2890625	32728,947265625	36417,1796875	68580,9765625	40567	47635,5546875	16386,46484375	23330,486328125	10860,0556640625	30420,341796875	18018,5234375	16975,236328125	17421,59375	8473,5	5148,78515625	25222,4296875	16217,08203125	15687,1025390625
Q15417	CNN3	Homo sapiens	Calponin-3	CNN3_HUMAN	16	20	20	False	605533,3125	513031,15625	479237,375	667353,3125	532527,5625	571373,125	612925,8125	576326,4375	402679,03125	699667,4375	669833,9375	632628,75	138968,375	114854,3359375	118909,78125	143965,078125	142649,9375	155181,953125	145361,734375	131558,796875	154847,296875	154359,8125	147222,859375	169789,6875
Q15424;Q15424-2;Q15424-3;Q15424-4	SAFB	Homo sapiens	Scaffold attachment factor B1;Isoform 2 of Scaffold attachment factor B1;Isoform 3 of Scaffold attachment factor B1;Isoform 4 of Scaffold attachment factor B1	SAFB1_HUMAN	5	5	5	True	32587,931640625	19377,822265625	24417,505859375	38987,33203125	23641,041015625	21906,087890625	19398,734375	15121,0517578125	11730,9033203125	12914,1337890625	18363,5625	17748,474609375	8758,0791015625	5535,7119140625	6103,65478515625	7035,8642578125	7694,85595703125	7287,5615234375	4601,544921875	5638,0244140625	7411,5751953125	4591,64013671875	4640,62548828125	5322,794921875
Q15427	SF3B4	Homo sapiens	Splicing factor 3B subunit 4	SF3B4_HUMAN	3	3	4	True	31811,0859375	26973,8046875	51390,7578125	31135,5	37076,7265625	24878,046875	37212,93359375	21938,9453125	17951,33984375	42742,62890625	13278,2626953125	24834,5625	7165,27197265625	6274,19580078125	4502,16259765625	11843,216796875	10237,953125	8086,20166015625	5865,169921875	131,44479370117188	5542,53076171875	3925,240478515625	3633,526123046875	4730,63916015625
Q15428	SF3A2	Homo sapiens	Splicing factor 3A subunit 2	SF3A2_HUMAN	6	6	6	False	34859,73828125	28142,564453125	24730,697265625	15852,7412109375	35751,60546875	15709,0244140625	35255,3984375	22527,5078125	28462,5546875	32215,513671875	24415,7109375	23471,046875	9915,65234375	8296,06640625	7981,69091796875	7766,8955078125	9424,9111328125	7597,9072265625	8527,5615234375	6414,1181640625	8577,7275390625	6999,68212890625	8677,7158203125	7585,77734375
Q15435	PPP1R7	Homo sapiens	Protein phosphatase 1 regulatory subunit 7	PP1R7_HUMAN	14	14	14	True	11654,685546875	13097,09375	20176,26953125	9128,63671875	15660,0107421875	14936,1181640625	12797,4013671875	5425,078125	81,67575073242188	6178,00830078125	13820,31640625	4386,376953125	10041,587890625	10060,373046875	8180,24853515625	10376,35546875	11552,8369140625	7826,21875	7491,20849609375	5664,75830078125	2442,72705078125	7436,4072265625	7260,5908203125	7716,46875
Q15436	SEC23A	Homo sapiens	Protein transport protein Sec23A	SC23A_HUMAN	15	15	16	True	154242,84375	164613,421875	119442,765625	122942,9765625	118229,9765625	102759,9140625	140077,390625	91498,3046875	87139,1953125	117042,78125	141555,78125	98176,40625	32711,185546875	51466,53515625	36125,6171875	38198,1640625	31711,859375	30782,06640625	36884,24609375	23941,66796875	19326,74609375	32318,755859375	36746,0625	22427,78515625
Q15459;Q15459-2	SF3A1	Homo sapiens	Splicing factor 3A subunit 1;Isoform 2 of Splicing factor 3A subunit 1	SF3A1_HUMAN	4	4	4	True	27510,55859375	39098,05078125	23626,24609375	25158,845703125	16335,9111328125	30912,314453125	8575,5390625	23531,427734375	31380,900390625	14978,689453125	9306,1728515625	12320,0576171875	9448,4873046875	7310,26318359375	6111,99658203125	8851,4326171875	7609,28369140625	7646,26953125	3635,8330078125	4510,77392578125	4525,14111328125	4073,43212890625	2915,74755859375	5682,7294921875
Q15493;Q15493-2	RGN	Homo sapiens	Regucalcin;Isoform 2 of Regucalcin	RGN_HUMAN	3	3	3	True	6294,0927734375	9118,8681640625	5862,07275390625	17337,546875	18441,634765625	16485,984375	7616,73095703125	20831,744140625	2889,08837890625	7562,45751953125	22878,021484375	4750,134765625	1720,828369140625	2314,044677734375	2935,19970703125	3704,093994140625	3252,5927734375	3910,921630859375	1134,45166015625	3974,522705078125	2480,00732421875	2291,579345703125	3743,267822265625	2656,5234375
Q15532;Q15532-2	SS18	Homo sapiens	Protein SSXT;Isoform 2 of Protein SSXT	SSXT_HUMAN	1	1	1	False	NaN	6250,154296875	2956,398681640625	NaN	2721,3720703125	1498,87158203125	203,54676818847656	NaN	7634,32373046875	8347,1083984375	4962,89208984375	5943,41748046875	2589,1298828125	2223,7021484375	3213,5185546875	NaN	1822,6424560546875	2680,508056640625	3395,263671875	NaN	3981,993896484375	2894,0322265625	2313,2958984375	2797,112060546875
Q15555;Q15555-3;Q15555-4;Q15555-5	MAPRE2	Homo sapiens	Microtubule-associated protein RP/EB family member 2;Isoform 3 of Microtubule-associated protein RP/EB family member 2;Isoform 4 of Microtubule-associated protein RP/EB family member 2;Isoform 5 of Microtubule-associated protein RP/EB family member 2	MARE2_HUMAN	2	2	2	False	3256,2734375	11075,2158203125	5755,90869140625	2833,61376953125	4339,8017578125	NaN	4475,9052734375	7968,39892578125	1,3274129629135132	5822,8369140625	7826,1689453125	3256,46630859375	549,0592041015625	1503,48388671875	1070,72900390625	2601,861328125	592,4371948242188	1114,3316650390625	1014,9214477539062	1448,7152099609375	1067,9405517578125	470,43804931640625	1077,1036376953125	1360,317138671875
Q15560;Q15560-2	TCEA2	Homo sapiens	Transcription elongation factor A protein 2;Isoform 2 of Transcription elongation factor A protein 2	TCEA2_HUMAN	2	2	2	False	2670993,5	5684156	3715745	4464795,5	4944993	4260666,5	2347355,5	5776948,5	2053221	3333460,75	4223242,5	2588600	4665,28857421875	3613,5673828125	3367,077392578125	3285,3251953125	2865,504638671875	3059,852783203125	3298,899169921875	2279,715576171875	3431,197509765625	3465,824951171875	2535,9638671875	2898,9072265625
Q15582	TGFBI	Homo sapiens	Transforming growth factor-beta-induced protein ig-h3	BGH3_HUMAN	34	37	48	False	557965	1442488,125	2479397,25	1003162,625	1045191,4375	1471792,875	1014847,875	1756460,25	1312121,75	1517835	1998326,75	1327786,25	149020,84375	347365,40625	594085,6875	225651,5	225281,203125	371482,5	270853,0625	441768,875	341538,90625	308065,40625	466652,21875	327155,875
Q15599;Q15599-2	SLC9A3R2	Homo sapiens	Na(+)/H(+) exchange regulatory cofactor NHE-RF2;Isoform 2 of Na(+)/H(+) exchange regulatory cofactor NHE-RF2	NHRF2_HUMAN	3	3	3	True	16231,1015625	2131,291259765625	13697,8681640625	12239,96484375	12727,392578125	11717,2451171875	22422,4375	20291,98046875	29507,62109375	12094,7119140625	24323,37109375	29278,796875	1713,87744140625	1323,45849609375	1096,950439453125	926,937744140625	1343,2930908203125	1140,8209228515625	3538,572509765625	1786,1759033203125	4299,97021484375	1563,383544921875	3217,993408203125	2286,82568359375
Q15631	TSN	Homo sapiens	Translin	TSN_HUMAN	3	3	3	False	7212,705078125	1494,3653564453125	2074,052001953125	NaN	1341,0159912109375	1525,46875	3112,17529296875	5272,88720703125	6479,03076171875	833,4305419921875	NaN	2517,507080078125	5157,83984375	2086,637451171875	474,9362487792969	3675,597412109375	2845,48876953125	1423,0186767578125	2539,156005859375	1025,0382080078125	18850,822265625	1783,9034423828125	3233,310302734375	1355,2510986328125
Q15637;Q15637-2;Q15637-3;Q15637-4;Q15637-5;Q15637-6	SF1	Homo sapiens	Splicing factor 1;Isoform 2 of Splicing factor 1;Isoform 3 of Splicing factor 1;Isoform 4 of Splicing factor 1;Isoform 5 of Splicing factor 1;Isoform 6 of Splicing factor 1	SF01_HUMAN	8	8	8	False	53545,25390625	40508,43359375	44482,05859375	43170,20703125	40090,6875	49548,48828125	45457,48828125	40585,5390625	43420,5625	50883,8046875	38595,1328125	45774,95703125	10531,716796875	7939,63330078125	9506,47265625	9482,494140625	10103,287109375	8823,4931640625	10037,2919921875	8213,28125	10408,87890625	9648,5947265625	8633,666015625	9067,0849609375
Q15642;Q15642-2	TRIP10	Homo sapiens	Cdc42-interacting protein 4;Isoform 2 of Cdc42-interacting protein 4	CIP4_HUMAN	11	11	11	False	36007,09765625	24836,650390625	33810,7890625	33496,25	26060,140625	31463,154296875	23951,166015625	24884,501953125	27728,736328125	24298,171875	26185,841796875	27137,859375	12806,0888671875	12032,3447265625	8492,2333984375	13953,8759765625	12398,92578125	9771,080078125	10380,0703125	9079,9248046875	7485,6572265625	11146,8837890625	11063,8388671875	11533,1650390625
Q15651	HMGN3	Homo sapiens	High mobility group nucleosome-binding domain-containing protein 3	HMGN3_HUMAN	6	6	6	True	52741,578125	38076,34375	49264,81640625	42552,32421875	45161,859375	49907,8359375	23051,265625	20975,49609375	24193,98828125	32857,97265625	21832,150390625	27218,462890625	20079,58203125	14101,2197265625	13668,4384765625	14907,0810546875	15009,46484375	11086,7177734375	10150,40234375	9541,474609375	11350,015625	11984,5693359375	7301,6884765625	9999,34765625
Q15654	TRIP6	Homo sapiens	Thyroid receptor-interacting protein 6	TRIP6_HUMAN	8	8	9	False	214682,078125	167827,984375	224635,765625	147422,34375	279632,46875	216919,15625	232624,796875	160145,140625	219732,75	197686,984375	244805,828125	108158,8359375	22447,197265625	18787,51171875	19953,025390625	18392,791015625	19326,185546875	17127,708984375	28467,609375	24325,3125	25424,69921875	17379,763671875	21215,32421875	21098,83203125
Q15691	MAPRE1	Homo sapiens	Microtubule-associated protein RP/EB family member 1	MARE1_HUMAN	9	9	9	False	187797,984375	187421,609375	155148,46875	224220,171875	178598,96875	172423,46875	196597,53125	162791,703125	191218,578125	195247,171875	179068,59375	186561,90625	48162,7578125	42534,51171875	43143,55859375	48585,828125	47693,234375	36872,3359375	52536,59765625	40585,07421875	61315,5546875	46891,9296875	52044,15234375	51125,828125
Q15714;Q15714-2;Q15714-3	TSC22D1	Homo sapiens	TSC22 domain family protein 1;Isoform 2 of TSC22 domain family protein 1;Isoform 3 of TSC22 domain family protein 1	T22D1_HUMAN	1	1	1	False	183172,46875	171351,953125	179770,078125	159657,0625	103305,2734375	138533,453125	164949,578125	66549,7421875	84430,265625	150203,1875	91622,7109375	91637,4296875	33398,7734375	23082,55859375	22486,87109375	25344,58984375	27683,25390625	25818,83984375	24643,373046875	16632,513671875	13621,880859375	20655,9453125	15795,3603515625	17405,37890625
Q15717;Q15717-2	ELAVL1	Homo sapiens	ELAV-like protein 1;Isoform 2 of ELAV-like protein 1	ELAV1_HUMAN	9	9	9	False	63110,046875	81086,6328125	62285,53125	117302,59375	53577,7265625	41581,39453125	87250,296875	29922,166015625	969,8751831054688	60700,2890625	40364,04296875	44597,26953125	35789,625	29040,859375	28896,546875	25198,03515625	31923,708984375	26566,650390625	28238,12890625	25697,755859375	26981,087890625	24999,251953125	23849,4921875	27107
Q15738	NSDHL	Homo sapiens	Sterol-4-alpha-carboxylate 3-dehydrogenase, decarboxylating	NSDHL_HUMAN	1	1	2	False	5782,05322265625	NaN	NaN	NaN	NaN	NaN	6017,13330078125	NaN	4837,6982421875	NaN	NaN	NaN	300,2601013183594	NaN	NaN	NaN	NaN	NaN	57794,64453125	NaN	373,4683837890625	NaN	NaN	NaN
Q15746;Q15746-2;Q15746-3;Q15746-4;Q15746-6	MYLK	Homo sapiens	Myosin light chain kinase, smooth muscle;Isoform 2 of Myosin light chain kinase, smooth muscle;Isoform 3A of Myosin light chain kinase, smooth muscle;Isoform 3B of Myosin light chain kinase, smooth muscle;Isoform Del-1790 of Myosin light chain kinase, smooth muscle	MYLK_HUMAN	10	10	10	True	33820,67578125	24449,85546875	23600,275390625	30341,50390625	31877,197265625	27385,39453125	19351,052734375	38552,32421875	23405,98828125	24993,6328125	15438,833984375	11769,2509765625	4737,86572265625	3102,10498046875	3612,38916015625	4807,9423828125	4243,3427734375	4371	2519,615234375	2515,360107421875	2140,612548828125	2931,025390625	2028,073486328125	1698,9918212890625
Q15750;Q15750-2	TAB1	Homo sapiens	TGF-beta-activated kinase 1 and MAP3K7-binding protein 1;Isoform 2 of TGF-beta-activated kinase 1 and MAP3K7-binding protein 1	TAB1_HUMAN	5	5	5	False	7735,30029296875	11663,3984375	10513,8876953125	13946,0048828125	13304,400390625	15715,16015625	7677,646484375	16415,71484375	14655,451171875	20513,765625	9405,1533203125	21617,07421875	5136,3681640625	2871,977294921875	2891,8544921875	2509,750244140625	2400,65966796875	3243,365966796875	3015,897705078125	2537,4658203125	642,9363403320312	3502,416259765625	2976,243896484375	2723,6259765625
Q15759	MAPK11	Homo sapiens	Mitogen-activated protein kinase 11	MK11_HUMAN	1	1	1	False	16967,732421875	NaN	NaN	NaN	NaN	8265,615234375	25267,509765625	NaN	NaN	7908,5185546875	NaN	6583,71240234375	2569,8564453125	NaN	NaN	NaN	NaN	2472,081787109375	4026,79931640625	NaN	NaN	5474,74658203125	NaN	1219,91015625
Q15782;Q15782-6	CHI3L2	Homo sapiens	Chitinase-3-like protein 2;Isoform 3 of Chitinase-3-like protein 2	CH3L2_HUMAN	14	15	18	True	294252,75	551823,3125	610454,875	443372,1875	439829,78125	372313,78125	715374,8125	887090,0625	525041,25	972416,75	1130528,5	453572,5	97945,9765625	171336,84375	183378,046875	120433,2109375	133127,421875	112431,4140625	218828,75	264265,0625	149694,9375	256611,8125	317366	135802,25
Q15811;Q15811-10;Q15811-2;Q15811-7;Q15811-8;Q15811-9	ITSN1	Homo sapiens	Intersectin-1;Isoform 10 of Intersectin-1;Isoform 2 of Intersectin-1;Isoform 7 of Intersectin-1;Isoform 8 of Intersectin-1;Isoform 9 of Intersectin-1	ITSN1_HUMAN	19	20	21	False	39499,0546875	29018,72265625	22734,54296875	32714,50390625	30409,087890625	28156,974609375	38341,77734375	26161,37890625	37505,01171875	43127,18359375	36131,58203125	40097,6953125	12564,654296875	7750,19482421875	9785,28125	10451,4755859375	10675,2431640625	11649,7021484375	13688,607421875	11432,271484375	20430,0078125	12679,912109375	11918,005859375	14983,7509765625
Q15814	TBCC	Homo sapiens	Tubulin-specific chaperone C	TBCC_HUMAN	7	7	7	False	7037,736328125	6473,423828125	6474,35205078125	5559,95703125	7776,58349609375	5302,287109375	5656,169921875	997,2603759765625	5094,16943359375	5539,58740234375	5900,67041015625	5111,73486328125	6040,36669921875	4525,5322265625	4400,9423828125	3720,450439453125	5089,787109375	5880,87451171875	5860,81591796875	4424,2529296875	4998,83349609375	5190,8984375	5482,38037109375	4190,44580078125
Q15819	UBE2V2	Homo sapiens	Ubiquitin-conjugating enzyme E2 variant 2	UB2V2_HUMAN	2	2	2	False	58114,16796875	39506,921875	19459,052734375	51642,4296875	63879,37109375	43244,25390625	46344,578125	43949,86328125	57798,67578125	47529,609375	18986,384765625	48669,5546875	6870,07666015625	5783,873046875	5876,34814453125	5276,84228515625	5954,63720703125	7485,78271484375	6860,970703125	6492,78125	8386,6474609375	5718,857421875	5928,62060546875	8352,7451171875
Q15836	VAMP3	Homo sapiens	Vesicle-associated membrane protein 3	VAMP3_HUMAN	3	3	3	False	49891,55859375	39573,6015625	60900,1328125	32752,919921875	34499,01953125	78254,390625	64380,08203125	30347,552734375	74726,46875	30505,03125	30921,83984375	52640,296875	6065,87548828125	3648,6357421875	4741,85107421875	4991,923828125	3918,424072265625	5205,29052734375	7970,83447265625	3686,057861328125	7075,650390625	4361,43310546875	4841,37890625	5407,599609375
Q15843	NEDD8	Homo sapiens	NEDD8	NEDD8_HUMAN	3	3	4	False	71806,015625	89349,75	58195,4375	89710,203125	109208,15625	71608,953125	94177,2265625	67975,5546875	56922,27734375	69928,7890625	57526,54296875	59866,23828125	19965,787109375	18457,666015625	18236,26171875	23182,40625	19338,216796875	14199,6484375	20787,466796875	13686,251953125	14615,6962890625	21228,142578125	16040,7802734375	19279,64453125
Q15847	ADIRF	Homo sapiens	Adipogenesis regulatory factor	ADIRF_HUMAN	3	3	3	True	513610,90625	208778,421875	325103,96875	231320,46875	175604,109375	250238,59375	151100,6875	54913,69140625	73688,4140625	190153,046875	53630,72265625	57951,1640625	50168,83984375	24178,81640625	37670,26953125	19528,537109375	23767,87109375	26590,013671875	20649,685546875	6068,0185546875	6751,4228515625	18871,76953125	5735,91650390625	9198,4248046875
Q15848	ADIPOQ	Homo sapiens	Adiponectin	ADIPO_HUMAN	5	5	5	True	2096449,625	1487688,25	1109246,625	1146803,75	1106021,25	953842,0625	2370128,25	2037647,75	1436547,25	1921555,625	1508834	666607,0625	603872,8125	562435,625	387814,40625	428306,125	447895,6875	333158,59375	903280,625	845800,25	602308,6875	613947,3125	550072,0625	279067,15625
Q15904	ATP6AP1	Homo sapiens	V-type proton ATPase subunit S1	VAS1_HUMAN	6	6	8	True	65197,80078125	103591,1875	93876,3046875	142095,71875	78066,4296875	104715,5078125	41446,8984375	64051,91796875	19626,30078125	125283,7578125	53679,87109375	61761,75390625	13702,8154296875	20427,634765625	19078,25	25986,685546875	14213,50390625	23847,080078125	9330,3291015625	16456,158203125	6779,18798828125	23775,28125	12868,458984375	16460,9921875
Q15907	RAB11B	Homo sapiens	Ras-related protein Rab-11B	RB11B_HUMAN	9	9	9	False	88563,5234375	100719,53125	67486,0390625	122422,3203125	110022,875	72134,3046875	92185,2890625	61219,51171875	54129,56640625	128417,9453125	106654,234375	94285,0234375	23973,376953125	29811,77734375	23995,578125	31871,3203125	25760,271484375	23434,56640625	25751,6015625	21202,400390625	12950,498046875	30622,439453125	27686,361328125	25456,837890625
Q15910;Q15910-2;Q15910-3;Q15910-4;Q15910-5	EZH2	Homo sapiens	Histone-lysine N-methyltransferase EZH2;Isoform 2 of Histone-lysine N-methyltransferase EZH2;Isoform 3 of Histone-lysine N-methyltransferase EZH2;Isoform 4 of Histone-lysine N-methyltransferase EZH2;Isoform 5 of Histone-lysine N-methyltransferase EZH2	EZH2_HUMAN	2	2	2	True	256791,5625	249537,71875	220763,234375	334197,5	207622,8125	289489,59375	202161,375	220668,375	173367,515625	179488,53125	228362,859375	147429,4375	43162,21484375	75867,546875	70503,2734375	67661,3046875	68655,3125	80135,75	33754,08203125	61889,234375	461,2657775878906	29384,5625	18655,05078125	22193,701171875
Q15942	ZYX	Homo sapiens	Zyxin	ZYX_HUMAN	21	21	25	True	786013	714811,625	919444,25	740983,75	900401	763219	1543040,25	1121334,25	1293406,875	1287946,125	1611008,875	1050436,625	237196,296875	178288,78125	208506,59375	194631,09375	207040,140625	192323	358400,71875	261216,953125	324148,75	258872,828125	365621,375	276949,4375
Q16082	HSPB2	Homo sapiens	Heat shock protein beta-2	HSPB2_HUMAN	4	4	4	True	15860,11328125	15842,5361328125	NaN	NaN	NaN	12497,294921875	14006,166015625	36921,0390625	2637,08740234375	11895,818359375	8593,3037109375	6482,69482421875	5233,4873046875	3443,478515625	2427,20849609375	NaN	NaN	2450,11767578125	2853,594482421875	3667,435791015625	5537,1865234375	1407,1676025390625	2420,036376953125	1587,7357177734375
