PG.ProteinGroups	PG.Genes	PG.Organisms	PG.ProteinDescriptions	PG.ProteinNames	PG.NrOfStrippedSequencesIdentified (Experiment-wide)	PG.NrOfModifiedSequencesIdentified (Experiment-wide)	PG.NrOfPrecursorsIdentified (Experiment-wide)	PG.IsCandidate	[1] ASC_WT_SN_WO_1.raw.PG.MS1Quantity	[2] ASC_WT_SN_WO_2.raw.PG.MS1Quantity	[3] ASC_WT_SN_WO_3.raw.PG.MS1Quantity	[4] ASC_WT_SN_Light_1.raw.PG.MS1Quantity	[5] ASC_WT_SN_Light_2.raw.PG.MS1Quantity	[6] ASC_WT_SN_Light_3.raw.PG.MS1Quantity	[7] ASC_TLR10_LOV_SN_WO_1.raw.PG.MS1Quantity	[8] ASC_TLR10_LOV_SN_WO_2.raw.PG.MS1Quantity	[9] ASC_TLR10_LOV_SN_WO_3.raw.PG.MS1Quantity	[10] ASC_TLR10_LOV_SN_Light_1.raw.PG.MS1Quantity	[11] ASC_TLR10_LOV_SN_Light_2.raw.PG.MS1Quantity	[12] ASC_TLR10_LOV_SN_Light_3.raw.PG.MS1Quantity	[1] ASC_WT_SN_WO_1.raw.PG.MS2Quantity	[2] ASC_WT_SN_WO_2.raw.PG.MS2Quantity	[3] ASC_WT_SN_WO_3.raw.PG.MS2Quantity	[4] ASC_WT_SN_Light_1.raw.PG.MS2Quantity	[5] ASC_WT_SN_Light_2.raw.PG.MS2Quantity	[6] ASC_WT_SN_Light_3.raw.PG.MS2Quantity	[7] ASC_TLR10_LOV_SN_WO_1.raw.PG.MS2Quantity	[8] ASC_TLR10_LOV_SN_WO_2.raw.PG.MS2Quantity	[9] ASC_TLR10_LOV_SN_WO_3.raw.PG.MS2Quantity	[10] ASC_TLR10_LOV_SN_Light_1.raw.PG.MS2Quantity	[11] ASC_TLR10_LOV_SN_Light_2.raw.PG.MS2Quantity	[12] ASC_TLR10_LOV_SN_Light_3.raw.PG.MS2Quantity
Q6Y7W6;Q6Y7W6-3;Q6Y7W6-4;Q6Y7W6-5	GIGYF2	Homo sapiens	GRB10-interacting GYF protein 2;Isoform 2 of GRB10-interacting GYF protein 2;Isoform 3 of GRB10-interacting GYF protein 2;Isoform 4 of GRB10-interacting GYF protein 2	GGYF2_HUMAN	2	2	2	False	15777,484375	8707,806640625	40719,10546875	17077,412109375	15351,197265625	22781,166015625	11869,7958984375	26866,12890625	7828,70947265625	17339,345703125	11717,248046875	13661,7080078125	4955,3984375	2894,2548828125	9242,439453125	4804,81689453125	3717,857421875	5638,0283203125	4027,1982421875	4257,28369140625	2958,994384765625	3641,353515625	2149,496337890625	3829,90283203125
Q6YHK3	CD109	Homo sapiens	CD109 antigen	CD109_HUMAN	23	24	25	False	56552,3984375	135837,625	57755,74609375	53861,265625	101413,3515625	86360,7890625	49345,11328125	82347,2421875	88394,0859375	52303,48828125	108953,8359375	119463,9921875	24004,5703125	44688,21875	28871,546875	21485,18359375	35959,41015625	39108,40234375	22671,158203125	36844,06640625	31032,2421875	22626,67578125	37654,78125	47278,37890625
Q6YP21;Q6YP21-3	KYAT3	Homo sapiens	Kynurenine--oxoglutarate transaminase 3;Isoform 3 of Kynurenine--oxoglutarate transaminase 3	KAT3_HUMAN	2	2	2	False	5924,3369140625	NaN	1856,2261962890625	NaN	3011,374755859375	6509,80908203125	2215,044189453125	NaN	NaN	1741,083740234375	6148,72265625	2231,533935546875	2630,27880859375	2384,373046875	1534,429443359375	2146,6552734375	2103,629150390625	2286,4384765625	1670,102294921875	NaN	1844,6116943359375	1779,50537109375	2016,6422119140625	2007,7459716796875
Q6ZMC9	SIGLEC15	Homo sapiens	Sialic acid-binding Ig-like lectin 15	SIG15_HUMAN	1	1	1	False	14049,0146484375	4033,04443359375	2493,098876953125	6180,033203125	4983,3388671875	4048,296875	6741,7080078125	2638,595703125	NaN	3743,924072265625	NaN	4098,87744140625	4932,45703125	3714,5888671875	3011,79345703125	3876,472412109375	3621,21630859375	3043,802734375	5033,185546875	577,3382568359375	NaN	4021,447021484375	2647,48486328125	1038,489990234375
Q6ZMP0	THSD4	Homo sapiens	Thrombospondin type-1 domain-containing protein 4	THSD4_HUMAN	6	6	6	False	3508,414306640625	8307,771484375	12417,5927734375	3647,764892578125	2925,8046875	7228,73779296875	7632,56689453125	5940,0205078125	6858,16845703125	2752,320556640625	6471,560546875	5999,755859375	2278,514892578125	4295,18310546875	4627,6015625	1828,291748046875	3200,3330078125	6037,50390625	3431,234130859375	5224,0947265625	3793,17041015625	2827,021484375	3470,107177734375	2718,31591796875
Q6ZMY3;Q6ZMY3-2;Q6ZMY3-3	SPOCD1	Homo sapiens	SPOC domain-containing protein 1;Isoform 2 of SPOC domain-containing protein 1;Isoform 3 of SPOC domain-containing protein 1	SPOC1_HUMAN	1	1	1	False	NaN	1699382,375	NaN	NaN	NaN	45449,3359375	86549,6015625	2385733	85166,3046875	NaN	2224421,25	1436931	NaN	255672,53125	NaN	NaN	NaN	11955,6279296875	17377,166015625	433443,40625	21332,677734375	NaN	329144,40625	251891,34375
Q6ZN30;Q6ZN30-2	BNC2	Homo sapiens	Zinc finger protein basonuclin-2;Isoform 2 of Zinc finger protein basonuclin-2	BNC2_HUMAN	1	1	1	False	363756,625	565983,1875	578305,75	494313,40625	693451	784425,6875	371393,53125	586390	452683,6875	489149,46875	740426,375	777781,3125	49826,79296875	73543,8515625	76642,7421875	66762,3125	94744,90625	105535,328125	52697,2890625	82227,40625	61341,59765625	64637,7265625	92773,1484375	98238,453125
Q6ZP65-2	BICDL1	Homo sapiens	Isoform 2 of BICD family-like cargo adapter 1	BICL1_HUMAN	1	1	1	False	29794,533203125	21005,07421875	41455,859375	41238,71875	40030,71484375	55285,18359375	31921,443359375	NaN	42477,98828125	53773,828125	67235,765625	59786,67578125	4922,05029296875	2922,21337890625	1410,914306640625	1838,680419921875	2004,47314453125	1468,0615234375	1827,621337890625	NaN	1986,1986083984375	3313,903564453125	2343,837158203125	834,8646850585938
Q6ZRP7	QSOX2	Homo sapiens	Sulfhydryl oxidase 2	QSOX2_HUMAN	6	7	7	False	76925,0859375	59409,78125	22736,830078125	42348,02734375	18898,64453125	57626,9765625	25977,7734375	475,5600891113281	21169,85546875	35684,69140625	16211,701171875	16847,34765625	2205,016845703125	4285,3486328125	2080,831298828125	2044,5794677734375	3329,71630859375	2966,24267578125	1499,8424072265625	1686,8394775390625	2743,97265625	1884,004638671875	1780,045654296875	2220,6015625
Q6ZSJ8	C1orf122	Homo sapiens	Uncharacterized protein C1orf122	CA122_HUMAN	1	1	1	False	1423,8106689453125	1667,8953857421875	NaN	7028,63232421875	2208,5283203125	NaN	2510,903076171875	NaN	6959,1689453125	2370,697998046875	3600,861572265625	4314,62939453125	604,5243530273438	620,1300048828125	NaN	1955,7186279296875	564,4527587890625	1567,6015625	1254,32275390625	NaN	1020,5322875976562	2013,8753662109375	495,30743408203125	461,7233581542969
Q6ZSR9		Homo sapiens	Uncharacterized protein FLJ45252	YJ005_HUMAN	2	2	2	True	11495,7578125	NaN	8750,0556640625	10422,890625	13153,8798828125	3222,241943359375	7612,0283203125	3518,73583984375	3898,36865234375	4867,38134765625	1781,4345703125	3365,69677734375	1731,1529541015625	1458,645263671875	4182,81201171875	2321,345703125	1182,6793212890625	832,7691650390625	2385,980712890625	2387,059326171875	1294,556396484375	1737,923095703125	452,9048156738281	854,49609375
Q6ZTK2		Homo sapiens	Putative uncharacterized protein LOC400499	YP015_HUMAN	1	1	1	False	63256,74609375	48535,5078125	73035,4453125	79630,6328125	59592,88671875	29448,099609375	58983,3984375	46645,19921875	35512,48828125	68346,9375	65612,6484375	44956,46875	15739,71484375	10661,310546875	20820,783203125	22468,83984375	13563,42578125	7784,50244140625	15247,8525390625	13532,529296875	11982,2470703125	17754,21875	14270,0390625	11175,5947265625
Q6ZUT6;Q6ZUT6-2;Q6ZUT6-4	CCDC9B	Homo sapiens	Coiled-coil domain-containing protein 9B;Isoform 2 of Coiled-coil domain-containing protein 9B;Isoform 4 of Coiled-coil domain-containing protein 9B	CCD9B_HUMAN	1	1	1	False	NaN	4104,162109375	5885,77880859375	2580,860595703125	NaN	4536,6865234375	897,593017578125	5885,20947265625	5376,13623046875	1983,5042724609375	5027,48779296875	7482,26513671875	NaN	474,945556640625	2694,96044921875	1215,489501953125	NaN	1633,7451171875	1157,8447265625	1563,5343017578125	1412,0877685546875	1888,9493408203125	1296,324462890625	2023,654296875
Q6ZVM7;Q6ZVM7-2	TOM1L2	Homo sapiens	TOM1-like protein 2;Isoform 2 of TOM1-like protein 2	TM1L2_HUMAN	2	2	2	False	12160,919921875	7278,33056640625	4710,98193359375	15724,63671875	11297,138671875	10401,212890625	11274,0224609375	13646,9462890625	9461,9677734375	10540,0263671875	3502,621337890625	6876,10205078125	2847,21142578125	2962,5380859375	3004,260009765625	3411,47216796875	2949,379638671875	3836,570068359375	2330,994873046875	3105,8076171875	1289,4620361328125	2889,3271484375	2706,4365234375	3705,172607421875
Q70E73	RAPH1	Homo sapiens	Ras-associated and pleckstrin homology domains-containing protein 1	RAPH1_HUMAN	5	5	5	False	5374,04736328125	6056,09716796875	15977,154296875	3277,41455078125	1482,4617919921875	1814,097412109375	1718,968017578125	1430,5	275,89337158203125	2209,36083984375	1505,145263671875	1135,5919189453125	4697,24853515625	4219,35693359375	4581,240234375	6653,955078125	4658,056640625	4087,15087890625	4643,22607421875	4333,2783203125	3622,748291015625	5637,6591796875	3291,158203125	5244,34814453125
Q70JA7	CHSY3	Homo sapiens	Chondroitin sulfate synthase 3	CHSS3_HUMAN	2	2	2	True	14223,205078125	15790,517578125	1883,0718994140625	10707,5712890625	4829,84130859375	5528,88720703125	11358,5361328125	10493,58203125	2342,159912109375	4284,6064453125	6301,8857421875	2771,808349609375	6534,02099609375	4581,2646484375	3209,7890625	3074,3134765625	4003,1904296875	2227,52490234375	2705,395263671875	3197,385498046875	2686,927978515625	2492,54931640625	1170,77392578125	1149,73974609375
Q70UQ0;Q70UQ0-2	IKBIP	Homo sapiens	Inhibitor of nuclear factor kappa-B kinase-interacting protein;Isoform 2 of Inhibitor of nuclear factor kappa-B kinase-interacting protein	IKIP_HUMAN	1	1	1	False	3918,232177734375	1713,70458984375	7790,57568359375	2867,7333984375	3703,560302734375	2770,5205078125	2384,817138671875	6987,462890625	2595,12646484375	5629,599609375	3776,251220703125	6608,7333984375	53,09938430786133	NaN	0,3053067922592163	NaN	0,26221954822540283	55,17576599121094	NaN	185,8309326171875	NaN	119,5501480102539	1,2635234594345093	1,1630662679672241
Q71DI3	H3C15	Homo sapiens	Histone H3.2	H32_HUMAN	1	2	3	True	98322,203125	123135,84375	143075,28125	121123,40625	160881,4375	123577,015625	135102,71875	118709,8203125	148341,09375	145798,1875	166816,171875	724357,0625	4656,818359375	8275,6767578125	4648,42041015625	10401,376953125	3710,279541015625	11445,7666015625	10322,9638671875	6361,9765625	12586,7685546875	7318,71728515625	8203,515625	31736,388671875
Q71UM5	RPS27L	Homo sapiens	40S ribosomal protein S27-like	RS27L_HUMAN	3	3	4	False	345988,0625	184296,109375	434509,4375	260031,921875	186462,015625	219019,296875	313982,0625	186700,671875	181704,859375	303332,96875	187387,640625	172100,671875	43652,03515625	28243,107421875	62223,140625	38941,15625	26449,37890625	33484,953125	44942,5859375	34711,2890625	28338,86328125	42883,21484375	26543,30078125	28605,6484375
Q75N90	FBN3	Homo sapiens	Fibrillin-3	FBN3_HUMAN	1	1	1	True	130152,890625	88147,1953125	87983,5	41702,8828125	55853,48046875	72112,125	98097,4296875	127452,59375	81951,5546875	28550,544921875	60791,296875	56497,85546875	42131,1171875	30491,673828125	31955,923828125	15065,55859375	16808,693359375	21224,232421875	29363,83203125	53385,26953125	23204,376953125	14326,5244140625	14442,5439453125	19292,0390625
Q76M96;Q76M96-2	CCDC80	Homo sapiens	Coiled-coil domain-containing protein 80;Isoform 2 of Coiled-coil domain-containing protein 80	CCD80_HUMAN	34	35	39	True	388660,65625	690921,0625	416318,4375	180735,75	299996,875	272697,65625	413641,28125	421736,90625	810504,875	232134,546875	260567,5	237643,515625	134403,28125	238192,75	124361,8828125	54400,39453125	98817,9609375	92239,015625	147497,53125	137585,59375	265237,15625	73591,421875	88016,2421875	83058,4140625
Q7KYR7;Q7KYR7-1;Q7KYR7-4;Q7KYR7-5;Q7KYR7-6;Q8WVV5;Q8WVV5-2;Q8WVV5-3	BTN2A1;BTN2A1;BTN2A1;BTN2A1;BTN2A1;BTN2A2;BTN2A2;BTN2A2	Homo sapiens	Butyrophilin subfamily 2 member A1;Isoform 2 of Butyrophilin subfamily 2 member A1;Isoform 4 of Butyrophilin subfamily 2 member A1;Isoform 5 of Butyrophilin subfamily 2 member A1;Isoform 6 of Butyrophilin subfamily 2 member A1;Butyrophilin subfamily 2 member A2;Isoform 2 of Butyrophilin subfamily 2 member A2;Isoform 3 of Butyrophilin subfamily 2 member A2	BT2A1_HUMAN;BT2A1_HUMAN;BT2A1_HUMAN;BT2A1_HUMAN;BT2A1_HUMAN;BT2A2_HUMAN;BT2A2_HUMAN;BT2A2_HUMAN	1	1	1	False	12840,4873046875	6632,7119140625	21564,73828125	11529,26171875	NaN	19385,310546875	13455,734375	18942,630859375	5831,60595703125	9069,576171875	7499,03076171875	14328,490234375	5184,236328125	3499,876953125	5616,9072265625	4738,84033203125	4224,3046875	7808,0498046875	4469,50244140625	4656,08642578125	3233,169189453125	4634,10009765625	4257,35205078125	4294,77197265625
Q7KZF4	SND1	Homo sapiens	Staphylococcal nuclease domain-containing protein 1	SND1_HUMAN	27	28	28	False	87868,125	71136,8046875	81210,8828125	63787,7421875	65898,046875	60293,0703125	72362,6875	64572,3515625	67819,1953125	71209,296875	52081,02734375	58823,67578125	36533,26953125	29315,298828125	34730,9140625	34080,05078125	22475,533203125	31070,1953125	31488,54296875	26330,17578125	28908,140625	35269,4375	23711,94140625	23883,56640625
Q7L1Q6;Q7L1Q6-2;Q7L1Q6-3;Q7L1Q6-4	BZW1	Homo sapiens	Basic leucine zipper and W2 domain-containing protein 1;Isoform 2 of Basic leucine zipper and W2 domain-containing protein 1;Isoform 3 of Basic leucine zipper and W2 domain-containing protein 1;Isoform 4 of Basic leucine zipper and W2 domain-containing protein 1	BZW1_HUMAN	4	4	4	True	11400,6884765625	13165,2861328125	12518,7421875	8506,248046875	12750,4052734375	10306,5048828125	3453,1640625	7198,8408203125	8130,97509765625	4234,62890625	8862,24609375	13085,181640625	3568,074462890625	3349,24560546875	2801,0029296875	1963,3052978515625	3222,463134765625	2477,08837890625	1746,55126953125	294,08599853515625	2588,50634765625	1213,26318359375	2512,33837890625	1822,2799072265625
Q7L2H7;Q7L2H7-2	EIF3M	Homo sapiens	Eukaryotic translation initiation factor 3 subunit M;Isoform 2 of Eukaryotic translation initiation factor 3 subunit M	EIF3M_HUMAN	1	1	1	False	1165,4468994140625	6028,56884765625	1638,351318359375	1101,7298583984375	8066,693359375	14242,560546875	3356,146484375	8551,3564453125	NaN	2408,8828125	5672,0341796875	NaN	NaN	307,765869140625	1,226192831993103	NaN	245,30747985839844	1855,3896484375	305,39312744140625	804,381103515625	NaN	13,091066360473633	482,39599609375	NaN
Q7L3B6	CDC37L1	Homo sapiens	Hsp90 co-chaperone Cdc37-like 1	CD37L_HUMAN	2	2	2	False	2623,3125	2314,11572265625	2646,67822265625	4335,22265625	3633,948974609375	3753,30615234375	2201,283935546875	9380,69921875	3473,058837890625	5450,67724609375	3207,352294921875	1813,3419189453125	1241,691650390625	1641,533447265625	1994,77392578125	1148,6982421875	496,8337707519531	965,6094970703125	1298,01708984375	1146,4249267578125	1413,044677734375	1050,852783203125	617,22021484375	904,135498046875
Q7L576	CYFIP1	Homo sapiens	Cytoplasmic FMR1-interacting protein 1	CYFP1_HUMAN	2	2	2	False	2316,129150390625	NaN	1006,962890625	1246,2637939453125	977,0457763671875	1693,7318115234375	1699,5028076171875	1377,8228759765625	1365,0126953125	1912,0909423828125	953,756591796875	1925,029296875	NaN	NaN	NaN	77,66345977783203	313,6731872558594	NaN	159,69821166992188	NaN	85,51665496826172	211,18968200683594	72,88226318359375	1,9151698350906372
Q7L9L4;Q7L9L4-2;Q9H8S9	MOB1B;MOB1B;MOB1A	Homo sapiens	MOB kinase activator 1B;Isoform 2 of MOB kinase activator 1B;MOB kinase activator 1A	MOB1B_HUMAN;MOB1B_HUMAN;MOB1A_HUMAN	3	3	3	True	6216,86328125	1288,6171875	4670,158203125	3885,353271484375	3021,7412109375	8753,0595703125	2106,553466796875	4152,4912109375	2475,492431640625	3661,2392578125	5096,23583984375	9134,6318359375	2047,0133056640625	641,2850341796875	1876,3260498046875	1557,2025146484375	1882,5589599609375	2061,809326171875	997,1106567382812	43,29153823852539	565,2090454101562	866,1295776367188	803,1022338867188	1118,5435791015625
Q7LGC8	CHST3	Homo sapiens	Carbohydrate sulfotransferase 3	CHST3_HUMAN	3	3	3	False	49970,51953125	20943,990234375	14765,5537109375	19169,388671875	13769,3916015625	11646,103515625	11900,232421875	2570,431640625	5670,41552734375	14097,1787109375	13123,6796875	10292,654296875	9025,376953125	7091,2568359375	3093,89892578125	5905,75927734375	5630,5361328125	4686,97412109375	5053,40625	2815,902587890625	3249,79736328125	5906,001953125	3487,07177734375	718,9380493164062
Q7RTP6	MICAL3	Homo sapiens	[F-actin]-monooxygenase MICAL3	MICA3_HUMAN	1	1	1	False	4115,33642578125	NaN	3445,221923828125	1104,2647705078125	1491,7197265625	7656,107421875	1800,6236572265625	12053,716796875	3071,72705078125	6631,3359375	4384,53857421875	7644,66845703125	913,88525390625	NaN	2202,208740234375	1352,7276611328125	1079,98193359375	2082,572021484375	789,5196533203125	3188,140380859375	1104,2156982421875	1323,0562744140625	1555,701171875	3263,298095703125
Q7RTV0	PHF5A	Homo sapiens	PHD finger-like domain-containing protein 5A	PHF5A_HUMAN	4	4	4	True	50420,51953125	9725,44140625	78372,2265625	43132,6328125	15382,078125	43321,07421875	34364,9375	40942,44921875	30263,115234375	18246,24609375	7572,220703125	25751,7890625	8161,146484375	5084,568359375	17082,09375	6946,84326171875	3160,464599609375	9921,9599609375	6729,5400390625	10185,3525390625	6657,9912109375	5578,34423828125	2457,408935546875	6205,603515625
Q7RTV2	GSTA5	Homo sapiens	Glutathione S-transferase A5	GSTA5_HUMAN	1	1	1	False	NaN	NaN	NaN	3,7340123653411865	NaN	1	NaN	NaN	NaN	NaN	NaN	NaN	3903,321044921875	3591,78955078125	NaN	3924,255859375	3258,502197265625	798,078125	2442,76220703125	NaN	NaN	3383,43310546875	2869,139892578125	1420,222900390625
Q7Z2W4	ZC3HAV1	Homo sapiens	Zinc finger CCCH-type antiviral protein 1	ZCCHV_HUMAN	10	10	10	True	19752,7734375	17563,4296875	36068,5078125	18143,552734375	17755,36328125	17015,650390625	19863,87109375	22676,04296875	20933,2265625	19244,390625	9327,4375	14900,6376953125	5388,431640625	4258,462890625	12699,654296875	5893,68798828125	3108,16796875	5013,1572265625	5272,21435546875	9090,6455078125	5838,30615234375	4786,43310546875	3101,090576171875	5115,8037109375
Q7Z304	MAMDC2	Homo sapiens	MAM domain-containing protein 2	MAMC2_HUMAN	9	9	10	True	39933,75	47030,5078125	29287,546875	32088,974609375	41989,16796875	37897,1875	38002,640625	32025,36328125	22391,931640625	45215,08984375	65732,21875	48235,21484375	12230,9501953125	15946,41015625	4066,991943359375	10547,6318359375	15377,2802734375	12007,9208984375	11712,9130859375	13386,3095703125	11517,873046875	17314,29296875	24897,326171875	15344,333984375
Q7Z3B1	NEGR1	Homo sapiens	Neuronal growth regulator 1	NEGR1_HUMAN	8	8	9	True	87287,2421875	76871,4453125	96704,203125	143382,859375	138869,90625	105502,171875	59745,6015625	83112,0546875	54200,7734375	93130,8984375	92465,375	127516,8046875	10670,119140625	12962,0263671875	16208,1328125	16704,7578125	20142,943359375	20144,94140625	9150,3056640625	12082,7861328125	11383,521484375	14347,986328125	17318,66015625	18698,775390625
Q7Z417	NUFIP2	Homo sapiens	Nuclear fragile X mental retardation-interacting protein 2	NUFP2_HUMAN	10	10	10	False	7799,92236328125	4361,20361328125	11889,8076171875	7964,5361328125	7377,2919921875	7691,99755859375	7881,0419921875	9645,8349609375	5715,970703125	8112,3720703125	4676,630859375	5994,97607421875	4752,65966796875	2974,8466796875	7298,34814453125	5278,31201171875	3128,53662109375	4437,80615234375	3717,645751953125	4335,5693359375	3063,30029296875	4815,3564453125	3527,314208984375	3223,144287109375
Q7Z422;Q7Z422-2;Q7Z422-3;Q7Z422-4;Q7Z422-5	SZRD1	Homo sapiens	SUZ domain-containing protein 1;Isoform 2 of SUZ domain-containing protein 1;Isoform 3 of SUZ domain-containing protein 1;Isoform 4 of SUZ domain-containing protein 1;Isoform 5 of SUZ domain-containing protein 1	SZRD1_HUMAN	3	3	3	False	23678,65625	25646,11328125	27648,76953125	27214,955078125	12735,1884765625	23660,888671875	19832,248046875	20726,5234375	21084,84765625	19158,087890625	11258,2001953125	16723,4375	1746,067626953125	1240,7852783203125	2383,013916015625	2098,841064453125	1134,88232421875	1395,5618896484375	1715,9334716796875	1245,11572265625	1719,8868408203125	2013,5196533203125	1451,1663818359375	1719,69091796875
Q7Z434	MAVS	Homo sapiens	Mitochondrial antiviral-signaling protein	MAVS_HUMAN	6	6	6	False	3577,27978515625	5125,90380859375	9321,6181640625	6448,14111328125	3784,64501953125	9143,26953125	5015,009765625	15679,333984375	3852,84033203125	9196,865234375	6969,19287109375	11576,26953125	1212,6546630859375	819,9969482421875	1745,5703125	1094,006103515625	777,288330078125	1472,197021484375	852,134521484375	1726,081298828125	956,2603759765625	1344,5657958984375	1543,7462158203125	1012,315673828125
Q7Z478	DHX29	Homo sapiens	ATP-dependent RNA helicase DHX29	DHX29_HUMAN	1	1	1	False	NaN	9735,5556640625	2029,37744140625	1603,4083251953125	NaN	NaN	2662,64794921875	1421,223388671875	1982,4661865234375	NaN	NaN	5448,08349609375	NaN	2882,38916015625	1959,4517822265625	1034,9044189453125	NaN	NaN	1720,7598876953125	2629,898681640625	2165,37646484375	NaN	NaN	2756,35302734375
Q7Z4H3;Q7Z4H3-2	HDDC2	Homo sapiens	5'-deoxynucleotidase HDDC2;Isoform 2 of 5'-deoxynucleotidase HDDC2	HDDC2_HUMAN	1	1	1	False	20422,619140625	3016,2177734375	9362,4169921875	14446,2021484375	10500,0673828125	2868,59033203125	16043,8720703125	6448,03173828125	10312,9580078125	14321,5615234375	NaN	4999,2490234375	4616,5263671875	2935,908203125	3747,997314453125	4114,5830078125	3887,827392578125	3732,85107421875	4498,36767578125	5636,66552734375	3278,55224609375	3812,03369140625	3271,830322265625	4296,27001953125
Q7Z4H8;Q7Z4H8-2	POGLUT3	Homo sapiens	Protein O-glucosyltransferase 3;Isoform 2 of Protein O-glucosyltransferase 3	PLGT3_HUMAN	6	6	6	False	7920,48876953125	5182,72412109375	10028,765625	9181,3154296875	3227,8984375	15694,0029296875	10368,7841796875	18502,19140625	7602,43505859375	10682,9892578125	6155,4658203125	6694,7998046875	2558,570556640625	1066,765380859375	2609,87353515625	3004,01611328125	1127,978271484375	3152,741455078125	2520,64404296875	1829,423828125	1844,5313720703125	1896,203125	1632,4439697265625	559,098876953125
Q7Z4L5;Q7Z4L5-2	TTC21B	Homo sapiens	Tetratricopeptide repeat protein 21B;Isoform 2 of Tetratricopeptide repeat protein 21B	TT21B_HUMAN	1	1	1	False	NaN	7692,11328125	3393,400146484375	9804,421875	5566,1396484375	2635,957763671875	18995,001953125	NaN	5955,67333984375	11693,2421875	NaN	NaN	NaN	2226,469970703125	2759,611083984375	2145,875732421875	1521,574951171875	3075,912109375	1348,881103515625	NaN	1912,592529296875	1756,255615234375	NaN	NaN
