PG.ProteinGroups	PG.Genes	PG.Organisms	PG.ProteinDescriptions	PG.ProteinNames	PG.NrOfStrippedSequencesIdentified (Experiment-wide)	PG.NrOfModifiedSequencesIdentified (Experiment-wide)	PG.NrOfPrecursorsIdentified (Experiment-wide)	PG.IsCandidate	[1] OSTEO_ASC_WT_WCL_WO_1_20240411145013.raw.PG.MS1Quantity	[2] OSTEO_ASC_WT_WCL_WO_2_20240411161114.raw.PG.MS1Quantity	[3] OSTEO_ASC_WT_WCL_WO_3_20240411173214.raw.PG.MS1Quantity	[4] OSTEO_ASC_WT_WCL_Light_1_20240411194918.raw.PG.MS1Quantity	[5] OSTEO_ASC_WT_WCL_Light_2_20240411211021.raw.PG.MS1Quantity	[6] OSTEO_ASC_WT_WCL_Light_3_20240411223121.raw.PG.MS1Quantity	[7] OSTEO_ASC_TLR10_LOV_WCL_WO_1_20240412004820.raw.PG.MS1Quantity	[8] OSTEO_ASC_TLR10_LOV_WCL_WO_2_20240412020921.raw.PG.MS1Quantity	[9] OSTEO_ASC_TLR10_LOV_WCL_WO_3_20240412033021.raw.PG.MS1Quantity	[10] OSTEO_ASC_TLR10_LOV_WCL_Light_1_20240412054721.raw.PG.MS1Quantity	[11] OSTEO_ASC_TLR10_LOV_WCL_Light_2_20240412070821.raw.PG.MS1Quantity	[12] OSTEO_ASC_TLR10_LOV_WCL_Light_3_20240412082921.raw.PG.MS1Quantity	[1] OSTEO_ASC_WT_WCL_WO_1_20240411145013.raw.PG.MS2Quantity	[2] OSTEO_ASC_WT_WCL_WO_2_20240411161114.raw.PG.MS2Quantity	[3] OSTEO_ASC_WT_WCL_WO_3_20240411173214.raw.PG.MS2Quantity	[4] OSTEO_ASC_WT_WCL_Light_1_20240411194918.raw.PG.MS2Quantity	[5] OSTEO_ASC_WT_WCL_Light_2_20240411211021.raw.PG.MS2Quantity	[6] OSTEO_ASC_WT_WCL_Light_3_20240411223121.raw.PG.MS2Quantity	[7] OSTEO_ASC_TLR10_LOV_WCL_WO_1_20240412004820.raw.PG.MS2Quantity	[8] OSTEO_ASC_TLR10_LOV_WCL_WO_2_20240412020921.raw.PG.MS2Quantity	[9] OSTEO_ASC_TLR10_LOV_WCL_WO_3_20240412033021.raw.PG.MS2Quantity	[10] OSTEO_ASC_TLR10_LOV_WCL_Light_1_20240412054721.raw.PG.MS2Quantity	[11] OSTEO_ASC_TLR10_LOV_WCL_Light_2_20240412070821.raw.PG.MS2Quantity	[12] OSTEO_ASC_TLR10_LOV_WCL_Light_3_20240412082921.raw.PG.MS2Quantity
Q69YN2	CWF19L1	Homo sapiens	CWF19-like protein 1	C19L1_HUMAN	8	8	8	False	381096,75	1144294,25	608895,3125	856580,5	864867,1875	677455,5625	357586,3125	539429,6875	978205,6875	687489,875	723718,6875	440716,96875	5361,2490234375	11871,6953125	7675,55712890625	5266,486328125	7570,67822265625	7010,10302734375	5301,1748046875	7529,8642578125	9043,568359375	5263,203125	7266,7421875	5087,625
Q69YN4;Q69YN4-3	VIRMA	Homo sapiens	Protein virilizer homolog;Isoform 3 of Protein virilizer homolog	VIR_HUMAN	10	10	11	False	107368,75	87905,9609375	71919,828125	113775,078125	99976,3515625	106239,734375	146100,703125	97108,296875	74173,890625	83366,59375	81060,8046875	83735,8046875	16873,416015625	9363,625	12229,98828125	15364,5205078125	12023,7265625	14151,1787109375	14943,72265625	13684,2744140625	7392,80517578125	10986,703125	10086,7822265625	13019,5732421875
Q69YQ0;Q69YQ0-2	SPECC1L	Homo sapiens	Cytospin-A;Isoform 2 of Cytospin-A	CYTSA_HUMAN	25	25	26	False	806748,9375	1071075	1036026,0625	1005397,8125	1219053	936338,8125	892422,625	950790,8125	1032017,375	1425394,125	996431,875	1178421,125	28435,603515625	39897,59765625	35195,66796875	38204,5078125	38964,79296875	34848,80078125	33133,6171875	34837,30078125	36326,625	46676,43359375	40184,62109375	40138,12109375
Q6AI08	HEATR6	Homo sapiens	HEAT repeat-containing protein 6	HEAT6_HUMAN	9	9	10	True	194612,890625	155000,875	155802,328125	162492,25	135843,515625	76794,4609375	291226,8125	152556,8125	171213,546875	75674,3515625	33326,6484375	87379,4609375	6272,12158203125	4262,97314453125	4265,47998046875	4515,58349609375	3434,028076171875	3215,285400390625	4709,5478515625	4413,5400390625	2382,153076171875	2680,469482421875	2674,38525390625	4453,5361328125
Q6AI12	ANKRD40	Homo sapiens	Ankyrin repeat domain-containing protein 40	ANR40_HUMAN	1	1	1	False	16018,390625	19606,576171875	27165,935546875	28079,20703125	48546,76171875	19459,302734375	NaN	26526,578125	NaN	52898,8984375	36308,46875	53644,30859375	5248,80517578125	9308,2138671875	7541,42333984375	5659,4052734375	5691,5517578125	7871,82568359375	NaN	5837,1484375	4711,77197265625	6106,111328125	5984,66796875	4439,37353515625
Q6AWC2;Q6AWC2-4;Q6AWC2-6	WWC2	Homo sapiens	Protein WWC2;Isoform 4 of Protein WWC2;Isoform 6 of Protein WWC2	WWC2_HUMAN	5	5	5	False	NaN	208988,765625	22478,7578125	87831	117193,1015625	12182,056640625	17531,857421875	2044,8192138671875	NaN	31656,06640625	1108,955078125	22290,6796875	2604,915283203125	8145,787109375	5429,45947265625	4007,878173828125	6272,8017578125	2946,8251953125	10398,1171875	3119,104248046875	3368,33349609375	4610,95263671875	2951,55859375	3007,53955078125
Q6BDS2	UHRF1BP1	Homo sapiens	UHRF1-binding protein 1	URFB1_HUMAN	1	1	1	False	NaN	NaN	1	NaN	NaN	NaN	14,309610366821289	NaN	NaN	NaN	NaN	NaN	NaN	1	NaN	NaN	NaN	NaN	1406,1556396484375	NaN	NaN	NaN	NaN	NaN
Q6DD87	ZNF787	Homo sapiens	Zinc finger protein 787	ZN787_HUMAN	3	3	3	False	28293,845703125	11655,5234375	26145,294921875	27120,94140625	34140,84375	38038,12890625	18968,041015625	32425,556640625	10461,4658203125	33845,9609375	35161,4375	30732,55078125	9883,6689453125	5510,427734375	9198,1015625	13736,22265625	6077,9365234375	6060,62841796875	8087,23095703125	7384,2353515625	3612,121337890625	6940,78173828125	8550,658203125	6127,9912109375
Q6DD88	ATL3	Homo sapiens	Atlastin-3	ATLA3_HUMAN	32	36	44	False	3774699,75	1501209,875	3233914,75	5308051,5	2296822,25	1322349,5	3510220,5	4104765	1885769,75	2563865,5	3159853,75	4984767	892243,1875	318910,78125	713259,25	1041922,3125	435983,15625	305395,3125	753364,875	860175,375	367235,75	554790,8125	603428,25	1041970,75
Q6DHV7;Q6DHV7-2	ADAL	Homo sapiens	Adenosine deaminase-like protein;Isoform 2 of Adenosine deaminase-like protein	ADAL_HUMAN	3	3	3	False	265756,375	191906,859375	226855,625	269948,71875	161220,140625	192330,875	230977,578125	346208,03125	231316,03125	203899,8125	317455,6875	115989,0703125	56109,02734375	55581,3984375	39313,39453125	46348,1953125	33421,8671875	35708,41015625	47779,3203125	42844,5859375	41203,18359375	35584,125	32281,31640625	25753,1015625
Q6DJT9	PLAG1	Homo sapiens	Zinc finger protein PLAG1	PLAG1_HUMAN	1	1	1	False	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3277,11083984375	NaN	NaN	8684,748046875	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	603,4725341796875	NaN	NaN	288,1860046386719	NaN
Q6DKI1	RPL7L1	Homo sapiens	60S ribosomal protein L7-like 1	RL7L_HUMAN	4	4	4	False	128707,3515625	42243,8046875	82871,9765625	153737,84375	107954,671875	77228,6796875	82120,765625	85209,46875	73376,734375	78000,1328125	52292,94921875	110458,953125	13617,7666015625	11922,2666015625	19803,958984375	19913,646484375	15893,498046875	20266,29296875	13552,5634765625	18428,654296875	15137,4384765625	19060,251953125	24332,41796875	19368,498046875
Q6DKJ4	NXN	Homo sapiens	Nucleoredoxin	NXN_HUMAN	10	10	10	True	28606,125	114125,953125	89563,265625	54495,5546875	97915,109375	112937,6640625	185263,109375	204866,765625	340035,65625	259014,875	276998,25	265230,0625	30791,951171875	43954,66015625	28229,810546875	27121,703125	32494,240234375	44355,79296875	82054,59375	85536,0234375	99236,265625	85319,2734375	91508,484375	85202,3203125
Q6DKK2	TTC19	Homo sapiens	Tetratricopeptide repeat protein 19, mitochondrial	TTC19_HUMAN	3	3	3	True	235980,375	138559,25	127701,0703125	140143,484375	153393,25	142593,859375	130213,328125	205088,296875	157804,21875	85594,9140625	123313,421875	90199,28125	16135,5849609375	16772,7890625	13232,5341796875	9984,1767578125	17015,5390625	13935,126953125	9131,1142578125	13282,46484375	11684,9736328125	10369,4111328125	8893,134765625	8116,619140625
Q6DN90;Q6DN90-3	IQSEC1	Homo sapiens	IQ motif and SEC7 domain-containing protein 1;Isoform 3 of IQ motif and SEC7 domain-containing protein 1	IQEC1_HUMAN	16	16	16	False	101402,1953125	68366,0390625	76570,5625	57648,60546875	66672,2109375	67815,1953125	68333,0703125	82438,7734375	52397,96484375	69999,765625	71521,5546875	61714,125	33370,8046875	24460,2265625	23835,251953125	25614,748046875	21081,140625	21302,11328125	26564,732421875	20584,357421875	19012,76953125	21523,033203125	21226,625	19591,970703125
Q6EEV4-2	POLR2M	Homo sapiens	Isoform 5 of DNA-directed RNA polymerase II subunit GRINL1A, isoforms 4/5	GL1AD_HUMAN	3	3	3	False	264571,96875	760183,375	324959,53125	292039,03125	606715,75	403744,125	86017,484375	229643,921875	399196,125	439854,84375	489504,5625	289157,21875	29133,654296875	97632,40625	46681,4765625	40155,71875	76585,3515625	53487,80859375	20449,267578125	36865,953125	62791,328125	64822,94140625	63533,15234375	46919,62890625
Q6EMB2;Q6EMB2-2	TTLL5	Homo sapiens	Tubulin polyglutamylase TTLL5;Isoform 2 of Tubulin polyglutamylase TTLL5	TTLL5_HUMAN	1	1	1	False	NaN	151513,65625	128393,453125	NaN	170164,421875	234757,578125	NaN	NaN	208520,203125	NaN	140949,234375	NaN	NaN	5020,55859375	1794,74853515625	NaN	3279,53271484375	2198,533203125	NaN	NaN	3559,982666015625	NaN	1353,7030029296875	NaN
Q6EMK4	VASN	Homo sapiens	Vasorin	VASN_HUMAN	13	13	15	False	3215588	1849926,625	3240649,25	3679147,75	2122837,5	2456041,5	2846010,25	5180936	2530357,25	2528921	3054472	4985519,5	335717,3125	182669,9375	343369,21875	382981,53125	206784,046875	238419,375	310373,6875	526404	280322,59375	278968,375	374716	517167
Q6F5E8;Q6F5E8-2	CARMIL2	Homo sapiens	Capping protein, Arp2/3 and myosin-I linker protein 2;Isoform 2 of Capping protein, Arp2/3 and myosin-I linker protein 2	CARL2_HUMAN	1	1	1	False	NaN	NaN	NaN	NaN	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1950,0850830078125	3788,581298828125	NaN	NaN	2709,42529296875	NaN	NaN	NaN	NaN
Q6FI81;Q6FI81-3	CIAPIN1	Homo sapiens	Anamorsin;Isoform 3 of Anamorsin	CPIN1_HUMAN	11	11	12	False	570326,25	611950,1875	545618,5	512373,375	510929,625	675291,6875	527874,75	545144,875	579705,8125	470992,75	459958,96875	415327,1875	78659,6484375	102244,7578125	88457,0703125	75850,5	95857	98197,5	77722,1015625	72376,4921875	83765,7734375	78065,0859375	72474,8359375	63602,7109375
Q6FIF0;Q6FIF0-2	ZFAND6	Homo sapiens	AN1-type zinc finger protein 6;Isoform 2 of AN1-type zinc finger protein 6	ZFAN6_HUMAN	4	4	4	False	81468,953125	80544,3671875	66160,453125	79742,21875	87000,21875	99935,2109375	32971,29296875	42034,09375	85605,6953125	90274,703125	82963,2421875	54879,86328125	13655,357421875	13972,296875	13289,7373046875	12778,921875	12496,2529296875	15757,50390625	10839,578125	11923,8974609375	13185,6962890625	15532,9765625	10662,5244140625	11971,615234375
Q6GMV2	SMYD5	Homo sapiens	SET and MYND domain-containing protein 5	SMYD5_HUMAN	9	9	10	False	363995,5	397585,1875	402392,8125	372191,40625	383465,25	336447	344731,15625	509598,125	295018,21875	284155,3125	358044,9375	332829,5625	82565,671875	83267,3203125	77572,5625	74805,7890625	82412,2109375	80076,96875	80098	86256,390625	67174,6796875	78534,078125	71592,2109375	69222,2578125
Q6GMV3	PTRHD1	Homo sapiens	Putative peptidyl-tRNA hydrolase PTRHD1	PTRD1_HUMAN	8	9	9	False	476086,125	709455,1875	753990	668820,625	828455,75	630474,875	626333,5625	599053,9375	706580	742250,875	776484	603984,6875	120862,21875	185736,015625	145306,34375	130116,734375	171687,59375	169437,171875	130112,5390625	132865,65625	188096,109375	186083,078125	165518,390625	140428,453125
Q6GQQ9;Q6GQQ9-2	OTUD7B	Homo sapiens	OTU domain-containing protein 7B;Isoform 2 of OTU domain-containing protein 7B	OTU7B_HUMAN	13	13	14	False	292588,25	321125,8125	221398,109375	385540,96875	293101,09375	229975,265625	208147,75	229260,59375	264214,875	277657,59375	223238,609375	190267,140625	22412,73046875	20735,375	17011,53125	21114,87890625	24070,48046875	22088,23828125	16988,48046875	14990,6123046875	14099,2822265625	18871,732421875	17089,052734375	14814,9208984375
Q6GYQ0;Q6GYQ0-6;Q6GYQ0-7	RALGAPA1	Homo sapiens	Ral GTPase-activating protein subunit alpha-1;Isoform 6 of Ral GTPase-activating protein subunit alpha-1;Isoform 7 of Ral GTPase-activating protein subunit alpha-1	RGPA1_HUMAN	7	7	7	False	65478,984375	52963,546875	92818	95617,5625	50249,93359375	43579,5859375	107783,4453125	39831,5546875	47780,88671875	50302,2265625	58343,81640625	61310,1953125	7308,02099609375	5648,83056640625	10090,3388671875	9047,63671875	6291,16796875	5163,3984375	9895,5595703125	7625,15283203125	4724,60302734375	5328,732421875	7085,5263671875	6431,67578125
Q6I9Y2	THOC7	Homo sapiens	THO complex subunit 7 homolog	THOC7_HUMAN	6	6	6	False	118949,421875	149130,421875	116977,984375	205794,5625	134444,546875	165117,625	100878,21875	175485,09375	147448,140625	154532,625	112502,9765625	94748,6640625	17467,56640625	30383,71875	28943,8671875	21042,892578125	35038,41796875	28367,244140625	18401,873046875	21475,59765625	29222,962890625	29525,197265625	27419,693359375	20252,74609375
Q6IA69	NADSYN1	Homo sapiens	Glutamine-dependent NAD(+) synthetase	NADE_HUMAN	13	13	13	False	194699,1875	77059,6875	116559,3359375	111462,25	109617,46875	115933,265625	121996,8203125	107814,671875	45396,5859375	76486,203125	91475,4765625	111421,828125	64010,0625	39389,6015625	61881,5625	62702,06640625	43048,2890625	39168,70703125	49116,55078125	56494,26171875	35654,95703125	38004,65234375	35729,60546875	53254,08203125
Q6IA86;Q6IA86-3;Q6IA86-6	ELP2	Homo sapiens	Elongator complex protein 2;Isoform 3 of Elongator complex protein 2;Isoform 6 of Elongator complex protein 2	ELP2_HUMAN	13	13	13	False	55901,3828125	78290,390625	104147,5546875	64217,5	78307,4296875	85555,15625	46167,484375	100473,03125	86849,3359375	29508,787109375	79718,4921875	63513,50390625	32173,45703125	31426,66796875	28060,890625	24117,990234375	25093,51953125	24596,017578125	25948,330078125	34124,24609375	28408,32421875	22479,36328125	25567,322265625	25472,15234375
Q6IAA8	LAMTOR1	Homo sapiens	Ragulator complex protein LAMTOR1	LTOR1_HUMAN	8	9	11	False	1844546,5	676012,625	1712969,5	2543406,75	647363,4375	620697,5	1062076	1714685,75	764601,9375	966206,375	1124006,125	2124189,75	378044,65625	118678,3671875	343838,46875	503781,3125	120498,6015625	134047,140625	289970,78125	342639,21875	146290,5	236952,46875	224988,234375	443974,875
Q6IAN0	DHRS7B	Homo sapiens	Dehydrogenase/reductase SDR family member 7B	DRS7B_HUMAN	9	9	11	False	2219750,5	514587,71875	1295655,125	2030833,5	491448,875	904097,375	1854634,5	1882918,125	463177,46875	1038319,5625	782912,0625	1694335,75	104424,109375	22400,95703125	61459,83203125	111421,8828125	32552,0703125	33707,96875	108864,828125	109790,1328125	30321,44140625	49561,9609375	51403,61328125	87077,53125
Q6IBS0	TWF2	Homo sapiens	Twinfilin-2	TWF2_HUMAN	16	17	24	False	1232837,125	1545367,375	1166516,5	1243760,375	1677965,75	1272704,5	1047718,9375	1021024,625	1390869,625	1172179	1215724,75	936391,4375	215030,65625	268421,125	217858,734375	206344,953125	263527,34375	229030,9375	182098,75	182077,328125	214108,015625	212525,40625	200000,34375	150230,96875
Q6IC98	GRAMD4	Homo sapiens	GRAM domain-containing protein 4	GRAM4_HUMAN	1	1	1	False	NaN	NaN	126261,6640625	NaN	NaN	NaN	NaN	103610,453125	NaN	NaN	NaN	268184,9375	NaN	NaN	2254,12158203125	NaN	NaN	NaN	NaN	2756,44873046875	NaN	NaN	NaN	3753,463134765625
Q6ICB0	DESI1	Homo sapiens	Desumoylating isopeptidase 1	DESI1_HUMAN	3	3	3	False	NaN	115921,703125	36485,921875	60278,1484375	63097,0859375	75346,0625	NaN	NaN	141590,609375	148324,03125	39583,5546875	62029,88671875	NaN	21266,1875	11102,01171875	5178,72802734375	23196,3359375	6156,4482421875	NaN	NaN	22975,66015625	2845,4677734375	20253,8359375	11051,1376953125
Q6ICB4	PHETA2	Homo sapiens	Sesquipedalian-2	SESQ2_HUMAN	2	2	2	False	189474,3125	15590,62890625	25586,0546875	45134,5390625	26599,13671875	14907,78125	NaN	34248,43359375	36782,109375	30811,4296875	19556,912109375	14714,6669921875	14235,2666015625	24636,029296875	12907,7041015625	10558,849609375	17541,8671875	15955,9208984375	18557,91015625	11921,830078125	10567,8232421875	11733,7470703125	9683,048828125	9030,4794921875
Q6ICG6;Q6ICG6-2;Q6ICG6-3	KIAA0930	Homo sapiens	Uncharacterized protein KIAA0930;Isoform 2 of Uncharacterized protein KIAA0930;Isoform 3 of Uncharacterized protein KIAA0930	K0930_HUMAN	2	2	2	False	73727,375	57790,703125	58519,11328125	32245,5625	109333,609375	NaN	66304,9375	66425,5	74536,3828125	NaN	33385,984375	10381,3759765625	31649,02734375	29235,21875	27927,822265625	31280,21484375	28353,91015625	31420,4921875	38861,94140625	29583,3515625	23723,580078125	27452,427734375	25819,27734375	25750,828125
Q6ICL3;Q6ICL3-3;Q6ICL3-4	TANGO2	Homo sapiens	Transport and Golgi organization protein 2 homolog;Isoform 3 of Transport and Golgi organization protein 2 homolog;Isoform 4 of Transport and Golgi organization protein 2 homolog	TNG2_HUMAN	5	5	5	False	16397,423828125	50272,23046875	15612,837890625	41058,21484375	42070,49609375	26860,248046875	NaN	22571,18359375	103279,8984375	34025,68359375	24066,541015625	32253,630859375	17062,251953125	30451,443359375	21807,275390625	16715,447265625	32025,685546875	14877,1669921875	NaN	10758,7919921875	37984,08203125	18263,330078125	28646,703125	16675,134765625
Q6IMI4-2	SULT6B1	Homo sapiens	Isoform 2 of Sulfotransferase 6B1	ST6B1_HUMAN	1	1	1	False	22327,951171875	NaN	28655,576171875	104109,4921875	164795,828125	63979,7890625	NaN	81773,953125	294031,5625	89370,0390625	188398,65625	163264,578125	6594,3193359375	NaN	2340,298583984375	3860,523681640625	7536,73388671875	4390,8056640625	NaN	4278,44384765625	7566,9931640625	6271,19775390625	6053,1572265625	7166,06884765625
Q6IN84	MRM1	Homo sapiens	rRNA methyltransferase 1, mitochondrial	MRM1_HUMAN	1	1	1	False	105695,8203125	NaN	417457,4375	47872,40234375	NaN	505287,78125	137862,359375	319163,96875	527672,25	441543,3125	NaN	NaN	11556,984375	NaN	3009,5380859375	10435,7529296875	NaN	5455,328125	1886,7232666015625	6850,8681640625	2827,259765625	4940,74658203125	NaN	NaN
Q6IN85;Q6IN85-2	PPP4R3A	Homo sapiens	Serine/threonine-protein phosphatase 4 regulatory subunit 3A;Isoform 2 of Serine/threonine-protein phosphatase 4 regulatory subunit 3A	P4R3A_HUMAN	12	12	13	False	57373,0234375	54274,6328125	46746,82421875	60164,90625	55968,765625	43273,33984375	55411,98046875	55377,28125	49059,875	42180,36328125	61083,4609375	43365,7734375	24703,8828125	27808,908203125	23232,169921875	27128,8125	25347,5546875	27541,314453125	28165,626953125	24063,810546875	23989,51171875	23648,671875	22413,599609375	21181,345703125
Q6IPR3	TYW3	Homo sapiens	tRNA wybutosine-synthesizing protein 3 homolog	TYW3_HUMAN	3	3	3	False	68164,0703125	39979,61328125	17228,482421875	22354,40234375	85363,75	8984,404296875	33286,078125	28333,33203125	43947,84375	19598,2109375	29110,078125	12726,0400390625	3927,240966796875	6744,09521484375	5349,6455078125	3928,8935546875	6065,27392578125	3571,822265625	2162,7099609375	2861,9267578125	4919,70556640625	3520,439697265625	4854,11767578125	5203,41650390625
Q6IQ20	NAPEPLD	Homo sapiens	N-acyl-phosphatidylethanolamine-hydrolyzing phospholipase D	NAPEP_HUMAN	1	1	1	False	87790,203125	167550,578125	154940,84375	140678,21875	196985,140625	163590,609375	101629,7421875	181667,375	280439,15625	235425,78125	160896,375	128447,453125	6795,3271484375	11243,0771484375	9386,8037109375	7777,4765625	10354,224609375	7932,13671875	6646,87353515625	8553,0625	13976,5146484375	14943,3984375	11471,203125	9600,181640625
Q6IQ22	RAB12	Homo sapiens	Ras-related protein Rab-12	RAB12_HUMAN	15	15	15	False	676661,75	211127,3125	468710,0625	575726,1875	279771,28125	387990,78125	615400,8125	518678,03125	272683,5	467334,90625	379175,65625	434764,90625	83054,9453125	29448,853515625	65697,78125	101962,8203125	32015,751953125	41779,609375	64730,10546875	78310,59375	37988,75	60505,875	52796,76953125	81193
Q6IQ26;Q6IQ26-2	DENND5A	Homo sapiens	DENN domain-containing protein 5A;Isoform 2 of DENN domain-containing protein 5A	DEN5A_HUMAN	1	1	1	False	17555,646484375	NaN	NaN	NaN	12737,2763671875	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5662,765625	NaN	NaN	NaN	6029,83837890625	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q6IQ49;Q6IQ49-2;Q6IQ49-3	SDE2	Homo sapiens	Replication stress response regulator SDE2;Isoform 2 of Replication stress response regulator SDE2;Isoform 3 of Replication stress response regulator SDE2	SDE2_HUMAN	4	4	4	False	36661,3125	14521,4697265625	9959,4521484375	16866,259765625	31810,91796875	13624,716796875	10464,90234375	9127,2451171875	17361,228515625	13326,3720703125	16344,9970703125	14221,9140625	5981,67919921875	6269,5986328125	4991,6201171875	5638,0126953125	7147,12158203125	7683,7744140625	6355,83935546875	5069,20556640625	4786,34130859375	8677,083984375	6382,7265625	6463,26708984375
Q6J4K2;Q6J4K2-2	SLC8B1	Homo sapiens	Mitochondrial sodium/calcium exchanger protein;Isoform 2 of Mitochondrial sodium/calcium exchanger protein	NCLX_HUMAN	1	1	1	False	222127,453125	NaN	205460,640625	193445,203125	12725,1767578125	32030,9453125	165554,96875	155017,765625	36962,078125	24376,001953125	117339,046875	201489,640625	36650,71484375	4830,62890625	25525,716796875	44709,1953125	4145,54541015625	10145,845703125	25914,8359375	26971,466796875	5544,330078125	9331,044921875	12822,8291015625	37605,6875
Q6JQN1;Q6JQN1-2;Q6JQN1-3;Q6JQN1-5	ACAD10	Homo sapiens	Acyl-CoA dehydrogenase family member 10;Isoform 2 of Acyl-CoA dehydrogenase family member 10;Isoform 3 of Acyl-CoA dehydrogenase family member 10;Isoform 5 of Acyl-CoA dehydrogenase family member 10	ACD10_HUMAN	2	2	2	False	NaN	49300,4921875	26010,951171875	NaN	13962,380859375	NaN	NaN	NaN	52357,67578125	NaN	14128,08203125	9222,908203125	NaN	9522,33203125	6182,1318359375	NaN	6834,8037109375	2100,60595703125	NaN	NaN	10084,2607421875	1996,6591796875	4610,84375	4095,9287109375
Q6JVE9-2	LCN8	Homo sapiens	Isoform 2 of Epididymal-specific lipocalin-8	LCN8_HUMAN	1	1	1	False	460977,71875	NaN	NaN	309718,5625	NaN	403328,40625	371623,46875	NaN	NaN	320135,6875	NaN	NaN	411,843994140625	NaN	NaN	717,02001953125	NaN	579,9758911132812	NaN	NaN	NaN	1031,3721923828125	NaN	NaN
Q6KC79	NIPBL	Homo sapiens	Nipped-B-like protein	NIPBL_HUMAN	32	32	32	False	45245,0546875	28349,716796875	41873,125	47365,21484375	40784,94921875	36206,2421875	39823,7578125	54741,8203125	20951,08203125	31217,798828125	33946,8359375	46843,3125	20571,11328125	15415,40234375	22571,625	20800,560546875	17239,431640625	20840,841796875	21242,6875	23710,3515625	8667,8857421875	18948,306640625	19726,90625	23287,943359375
Q6KCM7;Q6KCM7-2;Q6KCM7-3;Q6KCM7-4;Q6KCM7-5;Q6KCM7-6	SLC25A25	Homo sapiens	Calcium-binding mitochondrial carrier protein SCaMC-2;Isoform 2 of Calcium-binding mitochondrial carrier protein SCaMC-2;Isoform 3 of Calcium-binding mitochondrial carrier protein SCaMC-2;Isoform 4 of Calcium-binding mitochondrial carrier protein SCaMC-2;Isoform 5 of Calcium-binding mitochondrial carrier protein SCaMC-2;Isoform 6 of Calcium-binding mitochondrial carrier protein SCaMC-2	SCMC2_HUMAN	1	1	1	False	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6500,810546875	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q6L8Q7;Q6L8Q7-2	PDE12	Homo sapiens	2',5'-phosphodiesterase 12;Isoform 2 of 2',5'-phosphodiesterase 12	PDE12_HUMAN	13	13	13	False	323331,875	286282,3125	300711,84375	268069,0625	302195,5625	286478,25	284084,875	293507,71875	271765	256005,8125	304194,59375	305627,59375	90375,3984375	102242,171875	92930,25	75041,6796875	94176,65625	88701,359375	80537,2734375	75211,7578125	95366,484375	75073,2421875	92954,609375	85237,609375
Q6MZQ0;Q6MZQ0-3	PRR5L	Homo sapiens	Proline-rich protein 5-like;Isoform 3 of Proline-rich protein 5-like	PRR5L_HUMAN	1	1	1	False	NaN	28878,419921875	NaN	NaN	NaN	NaN	NaN	NaN	32702,931640625	NaN	79603,4921875	NaN	NaN	5425,5869140625	NaN	NaN	NaN	NaN	NaN	NaN	3828,060791015625	NaN	3330,516357421875	NaN
