PG.ProteinGroups	PG.Genes	PG.Organisms	PG.ProteinDescriptions	PG.ProteinNames	PG.NrOfStrippedSequencesIdentified (Experiment-wide)	PG.NrOfModifiedSequencesIdentified (Experiment-wide)	PG.NrOfPrecursorsIdentified (Experiment-wide)	PG.IsCandidate	[1] ASC_TLR10_LOV_WCL_Light_1.raw.PG.MS1Quantity	[2] ASC_TLR10_LOV_WCL_Light_2.raw.PG.MS1Quantity	[3] ASC_TLR10_LOV_WCL_Light_3.raw.PG.MS1Quantity	[4] ASC_TLR10_LOV_WCL_WO_1.raw.PG.MS1Quantity	[5] ASC_TLR10_LOV_WCL_WO_2.raw.PG.MS1Quantity	[6] ASC_TLR10_LOV_WCL_WO_3.raw.PG.MS1Quantity	[7] ASC_WT_WCL_Light_1.raw.PG.MS1Quantity	[8] ASC_WT_WCL_Light_2.raw.PG.MS1Quantity	[9] ASC_WT_WCL_Light_3.raw.PG.MS1Quantity	[10] ASC_WT_WCL_WO_1.raw.PG.MS1Quantity	[11] ASC_WT_WCL_WO_2.raw.PG.MS1Quantity	[12] ASC_WT_WCL_WO_3.raw.PG.MS1Quantity	[1] ASC_TLR10_LOV_WCL_Light_1.raw.PG.MS2Quantity	[2] ASC_TLR10_LOV_WCL_Light_2.raw.PG.MS2Quantity	[3] ASC_TLR10_LOV_WCL_Light_3.raw.PG.MS2Quantity	[4] ASC_TLR10_LOV_WCL_WO_1.raw.PG.MS2Quantity	[5] ASC_TLR10_LOV_WCL_WO_2.raw.PG.MS2Quantity	[6] ASC_TLR10_LOV_WCL_WO_3.raw.PG.MS2Quantity	[7] ASC_WT_WCL_Light_1.raw.PG.MS2Quantity	[8] ASC_WT_WCL_Light_2.raw.PG.MS2Quantity	[9] ASC_WT_WCL_Light_3.raw.PG.MS2Quantity	[10] ASC_WT_WCL_WO_1.raw.PG.MS2Quantity	[11] ASC_WT_WCL_WO_2.raw.PG.MS2Quantity	[12] ASC_WT_WCL_WO_3.raw.PG.MS2Quantity
Q86YP4;Q86YP4-2;Q86YP4-3	GATAD2A	Homo sapiens	Transcriptional repressor p66-alpha;Isoform 2 of Transcriptional repressor p66-alpha;Isoform 3 of Transcriptional repressor p66-alpha	P66A_HUMAN	12	12	12	True	205668,828125	248196,640625	214664,09375	258501,9375	210344,5625	147295,828125	244180,40625	233198,53125	210907,171875	224154,5	184305,15625	202174,09375	12215,87109375	11105,935546875	10911,3193359375	13105,15625	11261,869140625	11187,2822265625	16255,912109375	15234,7890625	14372,3505859375	18336,755859375	19016,580078125	16824,068359375
Q86YQ8	CPNE8	Homo sapiens	Copine-8	CPNE8_HUMAN	14	14	14	False	134291,453125	107607,15625	142274,09375	131325,4375	109010,75	101183,359375	108830,0859375	109668,4375	118967,25	119577,625	58543,75	113470,7109375	28523,552734375	30002,5390625	28952,7109375	25930,0703125	25606,65234375	22698,876953125	24191,642578125	23144,619140625	29167,83203125	26334,556640625	20931,57421875	29457,28125
Q86YR5;Q86YR5-4	GPSM1	Homo sapiens	G-protein-signaling modulator 1;Isoform 4 of G-protein-signaling modulator 1	GPSM1_HUMAN	22	22	22	True	61246,828125	79358,859375	88709,2734375	65788,203125	70368,203125	63581,0078125	63589,11328125	71087,78125	57987,3671875	50837,4296875	58679,234375	56436,171875	13999,7548828125	17632,75390625	14956,00390625	13570,2978515625	12792,470703125	15451,380859375	9767,6435546875	11019,89453125	11138,490234375	7640,79443359375	9953,498046875	9454,1591796875
Q86YS6	RAB43	Homo sapiens	Ras-related protein Rab-43	RAB43_HUMAN	3	3	3	True	31855,85546875	35527,2734375	38398,00390625	37887,44921875	36370,09765625	35202,94140625	35703,140625	NaN	18112,482421875	41383,7109375	30551,388671875	55933,984375	16455,9140625	13618,1201171875	16461,146484375	9450,1103515625	8999,19140625	12126,3603515625	7778,47216796875	NaN	13438,458984375	11507,4658203125	8760,376953125	2493,87939453125
Q86YS7;Q86YS7-2;Q86YS7-3;Q86YS7-4	C2CD5	Homo sapiens	C2 domain-containing protein 5;Isoform 2 of C2 domain-containing protein 5;Isoform 3 of C2 domain-containing protein 5;Isoform 4 of C2 domain-containing protein 5	C2CD5_HUMAN	16	16	17	False	22143,087890625	35961,56640625	38879,31640625	32790,4140625	33387,2734375	26904,087890625	30225,1171875	37126,80859375	27256,685546875	29272,904296875	21900,375	40202,55078125	7930,49462890625	10661,2255859375	10436,9609375	8671,2783203125	8984,1982421875	8480,470703125	8339,3056640625	10026,439453125	10163,966796875	9979,0224609375	9065,1552734375	10671,2490234375
Q86YT6	MIB1	Homo sapiens	E3 ubiquitin-protein ligase MIB1	MIB1_HUMAN	18	18	19	False	32531,705078125	30903,142578125	35556,61328125	20790,828125	19446,94921875	26838,470703125	27586,76953125	22308,001953125	22555,900390625	20656,673828125	18334,814453125	21381,861328125	10784,1435546875	11163,69921875	11310,341796875	9607,1572265625	9918,490234375	9997,23828125	11234,3935546875	11256,62109375	10438,8154296875	11203,1083984375	8283,826171875	11821,3076171875
Q86YV9	HPS6	Homo sapiens	Hermansky-Pudlak syndrome 6 protein	HPS6_HUMAN	12	12	13	False	92995,8984375	99555,296875	118204,7890625	108506,8125	84103,7265625	108542,5234375	91455,265625	94336,015625	74939,4375	108259,3359375	67987,828125	89269,546875	20556,75	21858,87890625	20702,984375	23250,353515625	22110,2109375	22622,169921875	20189,123046875	18249,955078125	17827,677734375	22012,458984375	18744,76171875	19873,7890625
Q86YZ3	HRNR	Homo sapiens	Hornerin	HORN_HUMAN	6	6	6	True	20201,453125	11468,9755859375	2218,220703125	NaN	13229,2197265625	NaN	NaN	13997,8076171875	16593,646484375	205834,4375	NaN	99271,1328125	2009,0692138671875	964,7592163085938	1152,5361328125	NaN	1383,572998046875	NaN	NaN	1507,291748046875	3705,7744140625	58683,31640625	NaN	2174,2763671875
Q8IU81	IRF2BP1	Homo sapiens	Interferon regulatory factor 2-binding protein 1	I2BP1_HUMAN	11	11	11	False	106114,2109375	100336,484375	91455,5390625	119461,1640625	112977,1484375	117330,1171875	104604,140625	136377,84375	88512,6953125	121522,515625	133775,984375	124913,8671875	10259,876953125	11136,1689453125	10210,3408203125	11553,1826171875	12466,3974609375	9706,2431640625	10392,79296875	12839,60546875	9906,875	11499,3681640625	12100,80859375	12172,84375
Q8IUD2	ERC1	Homo sapiens	ELKS/Rab6-interacting/CAST family member 1	RB6I2_HUMAN	53	54	59	False	419761	459567,78125	369066,5625	416221,21875	420379,625	396482,46875	391961,5	440685,71875	377149,5625	372221,15625	443556,75	407482,9375	128453,875	112891,3046875	107809,1484375	118328,5625	130442,0546875	131987,859375	120661,8203125	124662,84375	114929,8515625	110839,6328125	153505,09375	122734,4375
Q8IUD2-2	ERC1	Homo sapiens	Isoform 2 of ELKS/Rab6-interacting/CAST family member 1	RB6I2_HUMAN	1	1	1	False	NaN	44428,765625	23708,453125	NaN	8411,228515625	68107,40625	9902,880859375	18282,21484375	NaN	34703,8671875	28668,98828125	NaN	NaN	6526,10693359375	6097,0078125	NaN	7534,51953125	5369,5185546875	6999,84716796875	6491,81884765625	NaN	6198,6611328125	6125,7109375	NaN
Q8IUD6	RNF135	Homo sapiens	E3 ubiquitin-protein ligase RNF135	RN135_HUMAN	6	6	6	False	59072,8359375	80767,203125	39693,86328125	51252,88671875	13163,34765625	73601,3984375	33147,8984375	36468,99609375	38987,25	20650,74609375	24638,94921875	15026,3798828125	16687,66015625	13302,06640625	13108,328125	17647,4765625	17024,1171875	16682,333984375	13754,2509765625	15546,8544921875	14047,474609375	9488,7548828125	18718,060546875	10993,533203125
Q8IUE6	H2AC21	Homo sapiens	Histone H2A type 2-B	H2A2B_HUMAN	2	2	3	True	3684,991455078125	9101,9658203125	NaN	6341,0341796875	8294,05078125	NaN	38422,22265625	20561,728515625	24481,681640625	12760,787109375	21092,208984375	5421,1318359375	2024,23876953125	2605,034423828125	NaN	1406,478759765625	297,3462219238281	2162,09521484375	2955,043212890625	2070,084228515625	1170,6513671875	384,0133972167969	1229,953857421875	1834,963134765625
Q8IUF1;Q9BRT8	CBWD2;CBWD1	Homo sapiens	COBW domain-containing protein 2;COBW domain-containing protein 1	CBWD2_HUMAN;CBWD1_HUMAN	10	10	12	False	53161,609375	45499,5546875	59507,39453125	44493,328125	72473,3984375	53176,73828125	45864,40625	57090,09765625	61630,88671875	52589,71875	56754,80859375	57720,7890625	11644,583984375	9619,1259765625	11455,0986328125	12778,919921875	13764,2783203125	10824,8759765625	11349,697265625	10812,9140625	9018,3251953125	12116,236328125	10765,943359375	14102,703125
Q8IUF8;Q8IUF8-4	RIOX2	Homo sapiens	Ribosomal oxygenase 2;Isoform 4 of Ribosomal oxygenase 2	RIOX2_HUMAN	6	6	6	True	53719,390625	47705,23046875	51413,17578125	30013,130859375	31466,46875	24481,791015625	42356,046875	25228,24609375	32387,16015625	23801,970703125	12627,1171875	14397,0615234375	7988,39794921875	6179,46337890625	7060,2724609375	5136,81201171875	3694,990234375	4949,53076171875	8834,921875	7874,03369140625	6801,607421875	3469,480224609375	5026,166015625	3519,221435546875
Q8IUH3;Q8IUH3-3	RBM45	Homo sapiens	RNA-binding protein 45;Isoform 3 of RNA-binding protein 45	RBM45_HUMAN	5	5	5	False	35855,10546875	31538,359375	35399,796875	28537,759765625	27873,49609375	38217	19510,60546875	24558,4609375	25379,10546875	7442,64208984375	23186,927734375	57832,74609375	6327,9072265625	5175,99365234375	5276,44921875	4126,38671875	5370,4169921875	5425,48486328125	6164,888671875	4923,87060546875	4376,68408203125	3991,63916015625	4864,1962890625	3909,96240234375
Q8IUH4	ZDHHC13	Homo sapiens	Palmitoyltransferase ZDHHC13	ZDH13_HUMAN	9	9	9	False	110151,375	93751,234375	108787,7890625	131635,421875	123430,203125	122915,359375	156180,1875	159897,421875	121324,015625	234581,25	103366,0625	143699,03125	11715,78515625	6424,900390625	11556,259765625	10237,5478515625	8334,2685546875	7700,6494140625	14430,1337890625	7736	8998,61328125	19028,119140625	5858,09130859375	8503,251953125
Q8IUH5	ZDHHC17	Homo sapiens	Palmitoyltransferase ZDHHC17	ZDH17_HUMAN	4	4	4	False	344030,15625	10098,3125	48923,046875	99825,484375	107585,9765625	145500,828125	880286,9375	338222,40625	51500,58984375	511298,59375	10948,103515625	NaN	5812,01171875	4971,70068359375	9586,8291015625	6414,27685546875	4922,1953125	6070,2802734375	8717,857421875	6664,40087890625	3709,896240234375	6352,78955078125	3457,85107421875	NaN
Q8IUI8;Q8IUI8-2	CRLF3	Homo sapiens	Cytokine receptor-like factor 3;Isoform 2 of Cytokine receptor-like factor 3	CRLF3_HUMAN	8	8	9	False	126152,3828125	124885,7578125	115444,7265625	115397,0390625	99167,2734375	81720,484375	134575,15625	125886,0703125	107653,0078125	106623,9921875	121875,9375	127576,296875	12706,302734375	15202,408203125	15995,1064453125	14114,744140625	13076,98828125	14086,54296875	13171,4619140625	13075,716796875	13471,392578125	9998,93359375	11221,1240234375	8285,865234375
Q8IUQ4;Q8IUQ4-2;Q8IUQ4-3	SIAH1	Homo sapiens	E3 ubiquitin-protein ligase SIAH1;Isoform 2 of E3 ubiquitin-protein ligase SIAH1;Isoform 3 of E3 ubiquitin-protein ligase SIAH1	SIAH1_HUMAN	1	1	1	False	13165,732421875	14131,193359375	NaN	41772,34765625	NaN	12618,177734375	37878,86328125	35013,984375	23339,46875	25191,560546875	4787,9560546875	19809,408203125	3514,880615234375	3834,995849609375	NaN	3303,346923828125	2270,69384765625	3118,66845703125	4684,9716796875	3795,505615234375	3801,627685546875	4163,9228515625	888,6572875976562	4921,43505859375
Q8IUR0	TRAPPC5	Homo sapiens	Trafficking protein particle complex subunit 5	TPPC5_HUMAN	4	4	4	False	95936,328125	48693,6015625	80347,609375	47719,03515625	62528,8125	39460,328125	59430,39453125	44768,46484375	89786,28125	71557,2265625	33506,234375	39761,859375	19389,3515625	11103,109375	15789,7001953125	14026,4677734375	13122,8037109375	11338,310546875	12998,4404296875	10989,380859375	16322,1005859375	16591,267578125	10075,126953125	13870,4775390625
Q8IUR7-2	ARMC8	Homo sapiens	Isoform 2 of Armadillo repeat-containing protein 8	ARMC8_HUMAN	1	1	1	False	27220,9765625	12265,900390625	NaN	3199,7802734375	NaN	19614,53125	4638,14208984375	NaN	6917,88623046875	NaN	8499,7734375	13940,017578125	4239,41455078125	2356,104248046875	NaN	3484,824462890625	2137,953369140625	3733,450927734375	3810,18408203125	5490,30908203125	3556,439697265625	3602,53759765625	2839,177978515625	3707,889404296875
Q8IUR7;Q8IUR7-7	ARMC8	Homo sapiens	Armadillo repeat-containing protein 8;Isoform 7 of Armadillo repeat-containing protein 8	ARMC8_HUMAN	18	18	18	False	62940,1875	94664,3125	81398,890625	90019,7890625	88025,953125	65280,3203125	82513,8984375	63305,51953125	76390,9765625	82783,1796875	53098,61328125	60576,59375	17944,537109375	22529,568359375	21470,7578125	23507,9453125	23283,201171875	18274,314453125	23064,892578125	20592,73828125	17294,80859375	21521,38671875	17554,427734375	19486,748046875
Q8IUW3;Q8IUW3-2	SPATA2L	Homo sapiens	Spermatogenesis-associated protein 2-like protein;Isoform 2 of Spermatogenesis-associated protein 2-like protein	SPA2L_HUMAN	1	1	1	False	12994,8818359375	13423,857421875	NaN	6712,38720703125	27298,654296875	5821,89599609375	13179,529296875	11984,92578125	13915,666015625	5268,5810546875	56321,34765625	17576,8984375	11942,6484375	13739,5810546875	NaN	10848,154296875	14356,939453125	8724,0625	10593,8291015625	11591,0107421875	14031,052734375	21756,171875	14980,3603515625	26114,521484375
Q8IUW5	RELL1	Homo sapiens	RELT-like protein 1	RELL1_HUMAN	3	3	3	False	45694,87890625	22825,578125	25507,955078125	54726,3203125	45039,9296875	31746,58984375	57505,14453125	NaN	41275,09375	NaN	37476,13671875	72519,359375	5347,90771484375	4027,87548828125	4258,013671875	6630,86962890625	3853,753173828125	4497,490234375	3264,03369140625	NaN	2018,98193359375	NaN	6920,162109375	9900,8583984375
Q8IUX4	APOBEC3F	Homo sapiens	DNA dC->dU-editing enzyme APOBEC-3F	ABC3F_HUMAN	4	4	5	True	125886,390625	139653,78125	96486,1640625	123699,3203125	108173,3671875	77340,296875	94367,6875	119918,609375	92028,5546875	61504,5546875	79505,109375	9701,53515625	17259,951171875	26347,5078125	18599,34765625	15559,6923828125	15460,505859375	16444,3828125	18178,025390625	23341,119140625	14668,3310546875	10012,0810546875	15924,021484375	2110,630126953125
Q8IUZ5	PHYKPL	Homo sapiens	5-phosphohydroxy-L-lysine phospho-lyase	AT2L2_HUMAN	6	6	6	True	182222,671875	94907,625	164409,4375	138598,609375	121700,1484375	181160,90625	98214,78125	46367,7265625	NaN	492302,9375	112134,71875	37472,8359375	3922,863525390625	4639,091796875	3666,634765625	3049,573974609375	1996,4002685546875	3164,184326171875	2465,4521484375	1844,4755859375	NaN	3696,703125	5032,12841796875	2391,222900390625
Q8IV03	LURAP1L	Homo sapiens	Leucine rich adaptor protein 1-like	LUR1L_HUMAN	2	2	2	True	31276,40234375	41056,55859375	34753,63671875	27135,703125	21943,189453125	21593,76171875	NaN	16898,0625	7090,6640625	40840,328125	7104,86572265625	5533,51318359375	1501,911376953125	1018,3745727539062	2317,345703125	2003,02392578125	892,8848266601562	1157,89013671875	NaN	524,0713500976562	644,2428588867188	1754,7130126953125	1940,3658447265625	523,1215209960938
Q8IV08	PLD3	Homo sapiens	5'-3' exonuclease PLD3	PLD3_HUMAN	13	13	15	False	366933,65625	428667,125	449477,375	425715,375	457269,875	438406,5625	327431,03125	321299,90625	331595,90625	397761,78125	365830,15625	461683,625	108538,203125	107039,171875	114321,015625	121629,140625	134976,765625	121533,125	84033,4453125	90278,21875	92331,7578125	101398,828125	101991,640625	132122,171875
Q8IV20	LACC1	Homo sapiens	Purine nucleoside phosphorylase LACC1	LACC1_HUMAN	4	4	4	True	36149,20703125	34231,625	20868,185546875	29144,93359375	16435,228515625	23150,359375	12565,5341796875	26671,580078125	29306,04296875	35252,29296875	18726,046875	25645,48046875	5315,44970703125	5202,478515625	5151,1025390625	4812,3759765625	4822,6552734375	4235,86962890625	5602,53369140625	4993,54248046875	5998,09619140625	4606,11474609375	3381,03564453125	1940,6468505859375
Q8IV38	ANKMY2	Homo sapiens	Ankyrin repeat and MYND domain-containing protein 2	ANKY2_HUMAN	10	10	10	False	135596	146853,140625	143087,671875	128212,703125	137365,1875	128288,328125	123582,1328125	132019,921875	93953,2734375	101661,359375	101787,140625	112879,171875	37427,90625	39164,1484375	37724,16015625	38201,50390625	37207,0234375	39863,16796875	34018,9765625	31221,875	29663,466796875	29647,94140625	33497,37109375	32706,052734375
Q8IV48	ERI1	Homo sapiens	3'-5' exoribonuclease 1	ERI1_HUMAN	6	6	7	True	107928,484375	96059,984375	62462,68359375	76834,1484375	65589,6640625	62593,44921875	92972,9609375	37362,36328125	48444,03515625	127410,3203125	72334,7265625	148955,484375	8476,6533203125	7002,91845703125	5658,64453125	7900,95458984375	8062,86669921875	8418,8544921875	5097,75830078125	4487,3837890625	4985,326171875	6858,00634765625	6774,994140625	6092,31591796875
Q8IV50	LYSMD2	Homo sapiens	LysM and putative peptidoglycan-binding domain-containing protein 2	LYSM2_HUMAN	5	5	5	True	130380,890625	79971,0859375	60366,8203125	72994,0234375	52891,3359375	45995,515625	96337,8203125	101194,703125	86733,84375	94875,375	88681,265625	112284,921875	19195,21875	15416,3017578125	15147,712890625	15309,974609375	13164,2841796875	14423,130859375	23736,287109375	21913,94140625	19515,958984375	18769,490234375	20622,14453125	17145,939453125
Q8IV63;Q8IV63-2;Q8IV63-3	VRK3	Homo sapiens	Inactive serine/threonine-protein kinase VRK3;Isoform 2 of Inactive serine/threonine-protein kinase VRK3;Isoform 3 of Inactive serine/threonine-protein kinase VRK3	VRK3_HUMAN	1	1	1	False	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	NaN	NaN	1740,2745361328125	NaN	NaN	2544,72314453125	NaN	NaN	4284,96240234375	3718,984130859375	3617,98291015625	3973,135986328125	NaN	3090,60107421875
Q8IVB5	LIX1L	Homo sapiens	LIX1-like protein	LIX1L_HUMAN	5	5	5	False	28710,927734375	73385,265625	60908,59375	59306,8671875	50396,99609375	75038,3671875	61032,35546875	62508,0390625	44341,1328125	66166,453125	53558,73046875	17142,2265625	9633,73046875	17125,87109375	16321,84375	12717,7734375	12667,12109375	17777,220703125	12103,9052734375	16533,4375	16128,7197265625	10399,31640625	16646,13671875	5304,4794921875
Q8IVD9	NUDCD3	Homo sapiens	NudC domain-containing protein 3	NUDC3_HUMAN	14	14	14	False	229853,4375	181769,328125	162678,921875	154204,546875	131702,25	146309,015625	164835,921875	168081,09375	173199,609375	143742,640625	153931,90625	167121,265625	50586,6796875	44974,41015625	46376,265625	41430,32421875	40956,1953125	39471,8359375	46581,734375	40601,36328125	45838,97265625	33756,9375	39549,5078125	38046,0390625
Q8IVF2-3	AHNAK2	Homo sapiens	Isoform 3 of Protein AHNAK2	AHNK2_HUMAN	180	190	213	False	1865942,625	2038948,125	2097096,75	1682788,375	2097649	2177315	1545822,875	2155148,75	2057182,75	1537425,375	2236404,75	2239696,5	349164,65625	381369,90625	396461,9375	325997,40625	409121,25	437089,59375	293469,5625	428049,15625	416211,875	298336,34375	483377,53125	436729,34375
Q8IVF6	ANKRD18A	Homo sapiens	Ankyrin repeat domain-containing protein 18A	AN18A_HUMAN	1	1	1	False	NaN	NaN	19878,4453125	NaN	19838,291015625	NaN	78366,5	122953,3125	77250,015625	116803,6875	NaN	NaN	NaN	NaN	5919,513671875	NaN	5375,18310546875	NaN	5508,65234375	3964,41650390625	3658,254150390625	8613,8056640625	NaN	NaN
Q8IVF7	FMNL3	Homo sapiens	Formin-like protein 3	FMNL3_HUMAN	19	19	21	False	55726,31640625	44605,71484375	45001,8203125	57160,57421875	41345,6796875	37205,8125	50860	38437,8046875	38633	73129,1875	39333,25	66987,4140625	45999,67578125	33884,13671875	37969,76953125	45436,03515625	33819,6640625	34524,890625	40151,3125	34437,2890625	36411,4140625	61266,34375	35669,08984375	49509,6953125
Q8IVG5	SAMD9L	Homo sapiens	Sterile alpha motif domain-containing protein 9-like	SAM9L_HUMAN	20	20	20	False	114087,9140625	103025,625	106487,0234375	100735,8984375	88886,2578125	63025,515625	82702,140625	122958,5	105608,328125	114339,3515625	86000,046875	101227,5546875	5892,3212890625	5974,93212890625	6008,9091796875	4969,1552734375	4273,912109375	4373,45947265625	4695,29736328125	4652,458984375	5390,69140625	6414,07958984375	4873,23828125	5441,802734375
Q8IVH4	MMAA	Homo sapiens	Methylmalonic aciduria type A protein, mitochondrial	MMAA_HUMAN	12	12	12	False	80593,96875	107451,828125	89167,1640625	60242,3515625	65161,48828125	74977,8203125	90593,65625	84774,3984375	71535,296875	90974,921875	71182,109375	69841,8671875	21542,7421875	26532,4765625	24363,7734375	20124,451171875	19936,517578125	24275,86328125	20228,080078125	21966,6875	18688,193359375	22159,13671875	24330,669921875	20084,10546875
Q8IVH8;Q8IVH8-2;Q8IVH8-3	MAP4K3	Homo sapiens	Mitogen-activated protein kinase kinase kinase kinase 3;Isoform 2 of Mitogen-activated protein kinase kinase kinase kinase 3;Isoform 3 of Mitogen-activated protein kinase kinase kinase kinase 3	M4K3_HUMAN	8	8	8	False	16239,3623046875	35588,875	43664,34765625	17381,765625	15360,384765625	15950,5771484375	16476,9453125	12138,1240234375	20447,958984375	10254,0439453125	24625,359375	11610,23046875	13000,2158203125	14775,595703125	12097,568359375	11965,958984375	11370,38671875	11776,4970703125	9279,775390625	11363,1728515625	7143,48388671875	14569,3017578125	5914,09375	11081,033203125
Q8IVL0;Q8IVL0-2	NAV3	Homo sapiens	Neuron navigator 3;Isoform 2 of Neuron navigator 3	NAV3_HUMAN	13	13	13	False	8443,2646484375	10663,953125	6896,46826171875	5444,2294921875	6098,6259765625	6178,80419921875	5580,40087890625	6459,8935546875	7950,3583984375	10408,9560546875	6617,64013671875	7036,16162109375	2533,191162109375	2030,948974609375	2295,21044921875	2525,04296875	1766,1204833984375	1422,6680908203125	2597,75439453125	1886,8262939453125	2221,8349609375	3022,86279296875	1330,227783203125	2080,03466796875
Q8IVL1;Q8IVL1-10;Q8IVL1-11;Q8IVL1-12;Q8IVL1-13;Q8IVL1-2;Q8IVL1-3;Q8IVL1-4;Q8IVL1-8;Q8IVL1-9	NAV2	Homo sapiens	Neuron navigator 2;Isoform 10 of Neuron navigator 2;Isoform 11 of Neuron navigator 2;Isoform 12 of Neuron navigator 2;Isoform 13 of Neuron navigator 2;Isoform 2 of Neuron navigator 2;Isoform 3 of Neuron navigator 2;Isoform 4 of Neuron navigator 2;Isoform 8 of Neuron navigator 2;Isoform 9 of Neuron navigator 2	NAV2_HUMAN	3	3	3	True	3773,747802734375	5681,8466796875	12173,296875	6519,9189453125	23458,94140625	NaN	18114,615234375	27316,341796875	13551,9267578125	46640,11328125	74909,8125	42490,58203125	6836,994140625	4761,7294921875	6695,8759765625	3096,5634765625	2576,859375	NaN	4929,03076171875	4654,2373046875	5468,25048828125	6754,10546875	4288,96337890625	4929,17724609375
Q8IVL5	P3H2	Homo sapiens	Prolyl 3-hydroxylase 2	P3H2_HUMAN	16	16	16	False	108795,3359375	153612,1875	99318,5625	144133,171875	109000,1875	100674,71875	117133,4453125	80248,1796875	97150,359375	109081,40625	86536,3828125	82044,328125	15703,31640625	14686,4091796875	14507,966796875	17057,443359375	16066,119140625	17952,53515625	14298,837890625	12595,3212890625	12211,333984375	14332,833984375	10716,5830078125	13014,890625
Q8IVL6	P3H3	Homo sapiens	Prolyl 3-hydroxylase 3	P3H3_HUMAN	28	29	36	False	230052,625	231027,953125	207907,859375	287845,40625	286569,53125	242610,75	240617,390625	226639,578125	175238	228591,96875	226858,453125	239110,703125	55566,80859375	57498,6796875	51758,1171875	69944,53125	73644,3828125	76344,046875	69963,8359375	65611,171875	47833,86328125	66294,15625	70077,6953125	61288,19921875
Q8IVM0	CCDC50	Homo sapiens	Coiled-coil domain-containing protein 50	CCD50_HUMAN	15	16	19	False	491244,03125	380345,875	403806,78125	440685,21875	439296,15625	365963,21875	465917,5	401401,125	343758,1875	332526,46875	433582,09375	299931,375	114698,65625	94626,1640625	85364,7265625	102222,140625	105978,265625	100073,7890625	102393,2890625	96554,0546875	83299,8828125	89103,8515625	110178,0859375	81261,1171875
